age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
38,173208,14,0,2,0,1,0,0,25,1,1,1
44,320984,10,0,2,0,1,1,0,60,1,0,2
49,125421,9,0,1,0,0,0,0,40,1,0,1
44,144778,10,1,3,0,1,0,0,45,1,0,1
25,207342,10,1,3,3,1,0,0,40,1,1,0
46,377622,9,0,2,0,1,0,0,40,1,1,0
39,99065,13,0,1,0,0,0,0,40,0,0,1
47,145290,9,0,2,0,1,0,1,50,1,0,2
33,342458,12,1,3,0,1,0,0,56,1,1,0
35,241126,14,0,2,0,1,0,0,40,1,0,1
61,162432,9,1,3,0,0,0,0,40,1,1,1
46,110015,4,0,2,0,1,0,0,75,0,1,2
56,176118,9,0,2,0,1,1,0,40,1,0,1
46,123598,10,0,2,0,1,0,0,48,1,0,1
54,197975,3,0,2,0,1,0,0,51,1,1,1
40,168071,9,1,4,0,1,0,0,28,1,1,1
49,148549,13,0,2,0,1,0,1,50,1,0,1
43,112494,9,1,3,0,1,0,0,45,1,1,1
35,70447,10,1,0,2,1,1,0,20,1,1,1
38,192337,13,0,2,0,1,1,0,40,1,0,1
51,108435,14,0,2,0,1,0,0,47,1,0,1
47,162741,12,0,1,3,0,1,0,40,1,0,1
28,219267,9,1,0,0,0,0,0,28,1,1,1
30,271710,13,0,2,0,1,1,0,50,1,0,1
45,197038,13,1,3,0,1,0,0,50,1,0,1
30,130369,11,1,0,0,0,0,0,40,1,1,1
45,131826,10,0,2,0,1,0,0,40,1,1,1
50,68898,14,0,2,0,1,1,0,55,1,0,2
35,556902,9,1,3,3,1,0,0,40,1,1,1
34,212163,10,0,2,0,1,0,0,25,1,1,1
37,192939,13,0,2,0,1,0,0,40,1,0,1
39,326566,10,1,4,3,1,0,0,40,1,1,0
44,171589,11,0,2,0,1,1,0,40,1,0,0
23,434467,9,1,3,0,1,0,0,48,1,1,1
49,324791,13,0,2,0,1,0,0,50,1,0,0
45,200363,11,1,3,0,0,0,0,44,1,1,1
20,142233,9,1,3,0,0,0,0,35,1,1,1
45,61885,14,0,2,0,1,0,0,37,1,0,0
21,239577,10,1,4,0,1,0,0,40,1,1,1
41,227968,13,0,1,3,0,0,0,35,0,0,1
