age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
42,247019,9,0,2,3,1,0,0,40,1,0,1
40,184682,10,1,0,0,0,0,0,40,1,1,1
56,200235,10,0,2,0,1,0,0,60,1,1,2
36,126569,10,0,2,0,1,0,0,40,1,0,0
55,227158,13,1,0,0,0,0,0,40,1,1,1
56,211804,13,0,2,0,1,1,0,50,1,0,2
61,244087,9,0,2,0,1,0,0,52,1,0,2
25,374918,8,0,1,0,0,0,0,40,1,1,1
50,100029,13,1,0,0,1,0,0,65,1,0,2
23,580248,9,1,3,0,0,0,0,40,1,1,1
30,504725,6,1,5,0,1,0,0,18,0,1,1
23,495888,9,1,3,0,1,0,0,40,0,1,1
19,387215,10,1,4,0,1,0,1,16,1,1,1
40,242082,13,0,2,0,1,0,0,45,1,0,2
59,43221,10,0,2,0,1,0,0,43,1,0,1
49,187563,10,0,2,0,1,0,0,50,1,0,2
35,212465,9,0,2,0,1,0,0,40,1,0,1
61,132972,5,1,0,3,0,0,0,40,1,1,1
52,338816,14,1,3,0,1,0,0,70,1,0,0
54,174102,10,1,3,0,1,0,0,40,1,0,1
38,217054,10,1,3,0,1,0,0,40,1,1,2
62,204085,10,0,2,0,1,0,0,25,1,1,2
22,211968,13,1,4,0,0,0,0,40,1,1,1
70,155141,13,0,2,0,1,0,1,12,1,0,2
47,285060,14,0,2,0,1,0,1,41,1,0,0
50,97449,10,0,2,0,1,0,0,48,1,1,0
43,397963,9,1,3,0,1,1,0,16,1,1,1
32,207301,9,1,3,0,0,0,0,40,1,1,1
33,177675,13,0,2,0,1,0,0,50,0,0,1
51,43354,7,0,2,0,1,0,0,40,1,0,1
49,110172,9,0,2,0,1,0,0,40,1,1,0
31,182896,9,1,3,0,0,0,0,40,1,1,1
48,158924,9,0,1,0,0,0,0,40,1,0,1
46,332884,13,0,2,0,1,1,0,65,1,0,1
40,51151,11,0,2,0,1,0,0,40,1,1,1
28,130856,13,0,2,0,1,0,0,40,1,0,1
20,218215,10,1,4,0,0,0,0,40,1,1,1
48,94342,13,0,2,0,1,0,0,55,1,1,1
17,222618,7,1,4,3,0,0,0,30,1,1,1
35,243409,10,0,2,0,1,0,0,40,0,1,1
30,181372,13,0,1,0,0,0,0,33,1,0,0
28,189257,5,1,4,3,0,0,0,24,1,1,1
59,140957,11,1,3,0,1,0,0,35,1,0,2
28,37821,10,1,0,0,0,0,0,45,1,1,1
25,69739,6,1,4,0,1,0,0,40,1,1,1
30,96287,14,1,3,0,0,0,0,45,1,1,1
40,236110,8,0,2,0,1,0,0,40,0,0,1
67,166187,9,1,0,0,1,0,0,38,1,0,1
33,392812,10,0,2,0,1,0,0,50,1,0,1
30,166961,10,0,1,0,0,0,0,20,1,0,2
70,124449,14,0,2,0,1,0,1,8,1,0,2
41,424478,10,0,2,3,1,0,0,45,1,0,1
38,146042,13,0,2,2,1,1,0,60,1,0,2
50,138852,14,0,2,0,1,1,0,50,1,0,1
32,317378,13,1,4,0,0,1,0,40,1,0,1
25,334267,10,0,2,0,1,0,0,40,1,0,0
45,241350,9,0,2,0,1,0,0,48,1,0,1
56,188856,13,1,3,0,0,1,0,55,1,0,1
72,284120,10,0,2,0,1,0,0,40,1,1,2
24,293324,9,0,2,0,1,0,0,40,1,1,1
48,125892,5,0,2,0,1,0,0,40,0,1,1
20,24967,9,1,4,0,1,0,0,47,1,1,1
56,52953,16,1,3,0,0,0,1,38,1,1,0
31,211242,12,0,2,0,1,0,0,55,1,0,1
39,186130,15,0,2,0,1,0,0,55,1,0,1
29,244721,13,0,2,0,1,0,0,35,1,0,1
24,282604,10,0,5,0,1,0,0,24,1,1,1
67,192670,9,1,3,0,0,0,0,20,1,1,1
29,423024,3,0,2,0,1,0,0,40,0,1,1
34,106014,10,1,3,0,1,0,0,60,1,1,1
29,53271,13,0,2,0,1,0,0,40,1,0,1
25,285367,9,1,3,0,1,0,0,50,1,1,1
23,234108,12,1,4,0,1,0,0,32,1,1,1
59,144071,3,0,2,0,1,1,0,15,0,1,2
33,176992,10,0,2,0,1,0,0,40,1,0,1
27,142075,10,1,4,0,1,0,0,24,1,1,1
19,270551,9,1,4,0,1,0,0,20,1,1,1
49,185385,14,0,2,0,1,0,0,50,1,0,1
26,328663,9,0,2,4,1,0,0,40,1,1,1
22,109039,9,1,3,0,0,0,0,55,1,1,1
36,145576,14,0,2,0,1,0,1,40,0,0,1
51,137815,10,0,2,0,1,1,0,40,1,0,1
69,107850,14,0,2,0,1,1,0,40,1,0,2
30,154568,13,0,2,2,1,0,0,36,0,0,1
34,144182,1,1,4,3,0,0,0,25,1,1,0
21,282484,10,1,4,0,0,0,0,40,1,1,1
27,42696,9,1,0,0,0,0,0,40,1,1,1
28,173944,14,0,2,0,1,0,0,40,1,0,1
69,130060,9,1,0,3,0,1,0,40,1,1,1
42,142756,10,1,0,0,0,0,0,35,1,1,1
25,263773,10,0,1,0,0,0,0,40,1,0,1
46,164427,9,1,4,0,0,0,0,45,1,1,1
43,184018,12,0,2,0,1,0,0,50,1,1,1
31,168906,13,1,3,0,0,0,0,50,1,0,1
38,167482,10,0,2,0,1,0,0,52,1,0,1
32,194740,13,0,2,0,1,0,1,40,1,0,1
48,78529,14,1,3,0,1,0,0,60,1,1,0
51,108435,14,0,2,0,1,0,0,80,1,0,0
52,294991,13,0,2,0,1,0,0,40,1,0,1
36,66304,13,0,2,0,1,0,0,55,1,0,1
