age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
25,25497,13,0,2,0,1,0,0,40,1,1,1
47,72880,14,1,3,0,0,0,0,40,1,1,1
28,102533,10,1,3,3,1,0,0,40,1,1,1
44,267717,14,0,2,0,1,1,0,45,1,0,1
28,116372,13,1,3,0,0,0,0,60,1,1,1
38,34378,9,0,2,0,1,0,0,55,1,1,1
36,34744,12,1,0,0,0,0,0,37,1,1,1
44,277144,13,1,4,0,1,0,0,60,1,1,0
26,257405,3,1,5,3,1,0,0,40,0,1,1
37,176900,9,0,2,0,1,0,0,99,1,0,1
17,271122,8,1,4,0,0,0,0,16,1,1,1
45,209482,14,0,1,0,0,0,0,45,1,0,0
52,87205,9,1,3,0,0,0,0,38,1,1,1
43,198316,10,0,2,0,1,0,0,40,1,1,1
35,143058,9,0,2,0,1,0,0,60,1,0,1
30,188403,10,1,3,0,1,0,0,40,1,1,1
23,256628,4,0,2,0,1,0,0,32,1,1,1
55,41108,10,1,3,0,1,0,1,62,1,0,1
32,70985,9,0,2,0,1,1,0,40,1,1,2
47,171968,13,1,0,2,0,0,0,60,0,1,2
47,93557,9,0,2,0,1,0,0,40,1,1,1
33,169496,13,0,2,0,1,0,0,50,1,0,1
29,241667,14,1,3,0,0,0,0,45,1,1,1
50,161075,9,1,0,3,0,0,0,40,1,1,0
24,202570,13,1,4,3,1,0,0,15,1,1,1
56,222182,9,0,2,3,1,0,0,45,1,1,2
53,188644,3,0,2,0,1,0,0,40,0,1,0
62,197218,9,1,3,0,0,0,0,18,1,1,0
43,174575,10,1,3,0,1,0,0,45,1,1,1
45,328051,14,1,3,0,0,0,0,60,1,1,2
24,154165,5,1,4,0,0,0,0,40,1,1,1
25,334133,14,1,4,0,1,0,0,20,1,1,0
49,129640,9,1,3,0,0,0,0,40,1,1,1
50,126592,9,1,3,3,1,0,0,40,1,1,1
51,74784,10,1,3,0,0,0,0,40,1,1,0
30,280927,13,1,3,0,0,0,0,40,1,1,1
20,286166,9,1,3,0,1,0,0,48,1,1,1
33,615893,14,0,2,3,1,0,0,40,0,1,0
73,336007,9,0,2,0,1,0,0,40,1,1,2
29,175738,13,1,3,0,0,0,0,45,1,0,1
29,67218,13,0,2,0,1,0,0,40,1,0,1
33,204752,9,1,4,0,1,0,0,40,1,1,1
45,93535,14,1,0,0,0,0,0,40,1,1,0
53,386773,9,0,2,0,1,1,0,40,1,0,1
26,202091,9,0,1,0,0,0,0,40,1,1,1
38,112093,7,0,2,0,1,0,0,40,1,1,1
64,170421,10,1,3,0,0,0,0,8,1,1,2
33,63079,9,1,0,3,0,0,0,40,1,1,1
57,35884,9,1,3,0,0,0,0,40,1,1,1
47,82797,13,0,2,0,1,0,0,50,1,1,1
50,308764,9,1,0,0,0,0,0,40,1,1,0
45,30289,8,0,2,0,1,0,0,40,1,1,1
28,142712,9,1,4,0,1,0,0,40,1,1,1
32,159589,9,1,4,0,1,0,0,50,1,1,1
37,179481,13,0,2,0,1,0,0,40,1,0,1
59,100931,9,0,2,0,1,0,0,40,1,0,0
55,209535,9,1,3,0,1,0,0,40,1,1,1
31,123273,9,1,4,3,0,0,0,40,1,1,1
22,130356,10,1,4,0,1,0,0,48,1,1,1
60,184242,9,1,0,0,0,0,0,20,1,1,1
33,29617,10,1,3,3,1,0,0,40,1,1,0
21,89154,7,1,4,0,1,0,0,42,0,1,1
57,34297,4,0,2,0,1,0,0,40,1,0,2
37,200863,10,1,0,0,1,0,0,40,1,1,1
35,322171,10,0,1,0,0,0,0,40,1,0,1
43,30824,10,1,3,0,0,0,0,40,1,1,0
34,153614,9,0,2,0,1,0,0,45,1,0,1
24,235894,9,0,2,0,1,0,0,40,1,1,1
69,204645,10,0,2,0,1,1,0,72,1,0,2
24,37440,13,1,0,0,1,0,0,50,1,1,2
50,178596,9,1,0,0,1,0,1,50,1,1,1
27,328981,9,1,0,3,1,0,0,40,1,1,1
40,29036,10,1,3,0,1,0,0,35,1,1,2
33,160614,10,0,2,0,1,0,0,50,1,1,1
47,80924,10,1,3,0,0,0,0,35,1,1,1
49,76482,9,0,2,0,1,0,0,40,1,1,1
18,177648,9,1,4,0,0,0,0,25,1,1,1
21,460835,9,1,5,0,1,0,0,45,1,1,1
39,174343,5,0,2,0,1,0,0,40,1,1,1
35,238802,9,0,2,0,1,0,0,50,1,1,2
58,85767,10,0,2,0,1,0,0,48,1,1,1
53,134854,11,0,2,0,1,0,0,40,0,0,2
70,243436,5,1,3,0,1,0,0,45,1,1,2
22,64292,9,1,3,0,0,0,0,40,1,1,1
39,167140,14,0,2,0,1,0,0,40,1,1,1
18,434430,9,1,3,0,1,0,0,30,1,1,1
20,470875,9,0,4,3,1,0,0,32,1,1,1
60,92845,3,0,2,0,1,0,0,40,1,1,2
27,466224,10,1,3,3,1,0,0,40,1,1,1
18,218889,5,1,4,3,1,0,0,35,1,1,1
44,166597,14,0,2,0,1,0,0,40,1,0,0
34,224358,6,1,0,3,0,0,0,40,1,1,1
61,201273,10,1,3,0,0,0,0,40,1,1,2
34,130369,9,1,0,0,0,1,0,48,0,1,1
37,243587,10,1,4,0,0,0,0,40,0,1,2
48,309895,10,1,4,0,0,0,0,40,1,1,2
32,213389,10,1,0,0,0,0,1,38,1,1,0
23,184589,13,1,4,0,0,0,0,21,1,1,1
36,297335,13,1,3,2,0,0,0,50,0,1,1
42,210534,3,1,5,0,1,0,0,40,0,1,1
24,424494,13,0,2,0,1,0,0,30,1,1,1
43,153489,13,0,2,0,1,0,0,50,1,1,1
34,316470,10,1,3,0,1,0,0,40,1,1,1
27,404421,10,1,3,3,1,0,0,40,1,1,1
69,140176,9,0,2,0,1,0,0,24,1,1,1
70,188260,9,0,2,0,1,0,0,16,1,1,2
47,139145,10,1,3,0,0,0,0,60,1,1,1
43,206139,13,0,2,0,1,0,0,50,1,0,0
38,359001,11,0,2,0,1,0,0,42,1,1,1
61,159908,7,1,0,0,0,0,0,32,1,0,0
19,136306,7,1,4,0,1,0,0,24,1,1,1
30,33678,9,1,4,0,1,0,0,40,1,1,1
31,164870,7,0,2,0,1,0,0,40,0,1,1
37,241998,13,0,2,0,1,0,0,50,1,0,1
55,31905,14,0,2,0,1,0,1,40,1,0,1
42,342865,9,0,2,0,1,0,0,40,1,1,1
37,143058,6,0,2,0,1,0,0,50,1,1,1
24,168997,10,0,2,0,1,0,0,40,1,1,1
44,171484,6,0,2,0,1,0,0,40,1,0,1
28,191027,9,1,3,0,1,0,0,40,1,1,2
34,186824,9,0,2,0,1,0,0,70,1,1,1
64,223830,5,1,3,0,0,0,0,38,1,1,0
39,208778,9,0,1,0,0,0,0,40,1,0,1
48,379883,14,0,2,0,1,0,0,40,0,0,1
43,243580,13,0,2,0,1,0,0,40,1,0,1
38,177305,9,0,2,0,1,0,0,45,1,1,1
