age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
32,226267,3,1,5,0,1,0,0,40,0,1,1
34,195576,13,0,2,0,1,0,0,50,1,0,1
45,420986,13,0,2,0,1,0,0,40,1,0,2
21,221955,5,1,5,0,1,0,0,40,0,1,1
45,311231,15,0,2,0,1,0,1,50,1,0,2
19,165289,10,1,4,0,0,0,0,40,1,1,0
61,171840,9,1,0,0,0,0,0,16,1,1,2
28,111900,12,0,2,0,1,0,0,30,1,1,1
32,161153,9,0,2,0,1,0,1,55,1,0,2
41,139916,11,0,2,4,1,0,1,84,0,1,2
28,195573,9,0,2,0,1,0,0,50,1,1,1
38,297449,13,0,2,0,1,1,0,50,1,0,1
45,287190,12,1,0,3,1,0,0,35,1,1,1
28,190391,13,1,3,0,1,0,0,40,1,1,1
36,376455,11,1,3,0,1,0,0,38,1,1,1
31,173858,15,0,2,2,1,0,0,40,0,1,1
39,99270,13,0,1,0,0,0,0,50,0,0,1
34,221324,9,1,0,3,0,0,0,40,1,1,1
37,328466,9,0,2,0,1,0,0,72,0,1,1
47,213140,11,0,2,0,1,1,0,40,1,0,1
53,71772,16,1,3,0,1,0,0,50,1,1,1
46,344415,14,0,2,0,1,0,1,40,1,0,0
52,259363,9,0,2,0,1,0,0,50,1,0,1
40,169995,9,1,0,0,1,0,0,40,1,1,1
24,282202,9,1,0,0,1,0,0,40,0,1,1
33,143582,9,1,0,2,0,0,0,48,0,1,1
17,150262,7,1,4,0,0,0,0,20,1,1,1
38,58108,13,0,2,0,1,0,0,50,1,0,1
35,140752,9,1,3,0,1,0,0,25,1,1,1
29,370509,13,0,2,0,1,0,0,50,0,0,1
23,126945,13,0,2,0,1,0,0,40,1,1,1
23,212617,13,1,3,0,1,0,0,66,0,1,1
26,192652,13,1,4,0,1,0,0,40,1,1,1
25,479765,4,1,5,0,1,0,0,45,0,1,1
25,476334,10,0,2,0,1,0,0,40,1,1,1
24,226668,9,1,3,1,1,0,0,35,1,1,1
44,115896,11,1,0,0,0,0,0,40,1,1,2
53,180439,13,0,2,0,1,0,0,40,1,0,1
56,286487,9,0,2,0,1,1,0,45,1,1,1
41,111483,9,0,2,0,1,0,0,45,1,1,1
45,246891,13,0,2,0,1,0,0,72,0,0,1
23,460046,9,1,0,0,0,0,0,42,1,1,1
35,296478,10,0,2,0,1,0,0,40,1,1,1
50,225772,16,1,3,0,0,0,0,60,1,0,2
22,279802,10,1,4,0,0,0,0,40,1,1,1
48,182862,10,0,2,0,1,0,0,40,1,0,1
20,175069,10,1,4,0,1,0,0,40,0,1,1
23,336360,4,1,4,3,1,0,0,40,1,1,1
48,123075,14,0,2,0,1,0,0,35,1,0,0
28,296450,13,0,2,0,1,0,0,40,1,1,1
37,210452,14,0,2,0,1,0,0,38,1,1,0
42,179557,10,1,3,0,0,0,0,40,1,1,1
58,284834,12,1,3,0,0,0,0,40,1,1,1
38,64879,10,1,3,0,0,0,0,40,1,1,1
27,161683,7,0,2,0,1,0,0,42,1,1,1
44,198096,13,0,2,0,1,1,0,40,1,0,1
21,143604,10,1,4,0,0,0,0,8,1,1,1
30,110239,6,0,2,0,1,0,0,55,1,1,1
22,409230,8,1,5,0,1,0,0,40,1,1,1
31,63437,9,1,3,0,1,0,0,40,0,1,1
20,334113,10,0,2,0,1,0,0,40,1,1,0
28,142712,10,0,2,0,1,0,0,70,1,1,2
39,101146,9,1,3,0,0,1,0,40,1,1,1
19,162954,8,1,4,0,0,0,0,20,1,1,1
56,204816,10,0,2,0,1,0,0,40,1,0,1
32,229566,11,0,2,0,1,0,0,60,1,0,1
33,122220,10,0,1,3,0,0,0,40,1,0,0
20,74631,10,1,3,0,0,0,0,50,1,1,1
21,117606,10,1,3,0,0,0,0,40,1,1,1
28,232782,10,1,3,0,0,0,0,40,1,1,1
38,225605,10,0,2,0,1,0,0,44,1,1,0
38,217054,10,1,3,0,1,0,0,40,1,1,2
25,221757,9,0,2,0,1,0,0,40,1,1,1
17,130795,6,1,4,0,1,0,0,20,1,1,1
18,434430,9,1,3,0,1,0,0,30,1,1,1
38,131461,5,0,1,3,0,0,0,24,0,1,1
38,105017,9,1,0,0,1,0,0,40,1,1,1
49,139268,10,1,4,0,1,0,0,40,1,1,1
33,183000,10,1,3,0,1,0,0,24,1,1,1
44,113597,10,0,2,0,1,0,0,55,1,0,0
24,96279,9,1,4,0,0,0,0,40,1,1,1
38,115634,10,0,2,0,1,0,0,40,1,1,0
30,54929,9,0,2,0,1,0,0,55,1,1,1
27,203776,9,0,2,0,1,0,0,50,1,1,1
34,159442,9,1,3,0,0,0,0,30,1,1,1
31,159737,6,1,0,3,0,0,0,40,1,1,1
72,203289,10,0,2,0,1,0,0,35,1,1,2
25,278404,13,1,3,0,1,0,0,40,1,1,1
39,184128,7,1,5,0,0,0,0,40,1,1,1
68,133736,10,0,2,0,1,1,0,40,1,0,2
45,116255,9,1,3,3,0,0,0,40,1,1,1
59,114760,10,0,2,0,1,0,0,20,1,0,2
35,169638,10,1,0,0,0,0,0,36,1,1,1
36,131459,4,0,2,0,1,0,0,40,1,1,1
32,207113,6,1,0,0,1,0,0,40,1,1,1
44,43711,12,0,2,0,1,1,0,40,1,0,1
23,160968,10,1,4,0,1,0,0,10,1,1,1
29,263855,8,1,0,0,1,0,0,40,1,1,1
38,227615,2,0,2,0,1,0,0,40,0,1,1
24,177526,13,1,3,0,1,0,0,15,1,1,0
35,84787,13,0,2,0,1,0,0,40,1,1,1
23,406641,10,1,5,0,0,0,0,18,1,1,1
48,95661,10,1,3,0,0,0,0,43,1,1,1
45,234652,3,0,2,0,1,0,0,40,0,1,1
45,289353,9,0,2,3,1,0,0,24,1,1,1
23,265077,11,1,3,0,0,0,0,40,1,1,1
50,143730,13,0,2,0,1,0,0,80,1,1,2
57,96779,3,0,2,0,1,0,0,40,1,1,1
27,204648,11,1,0,3,0,0,0,40,1,1,1
30,103596,9,1,3,0,1,0,0,99,1,1,1
51,137815,10,0,2,0,1,1,0,40,1,0,1
53,110445,10,0,2,0,1,0,0,60,1,1,2
30,73796,13,1,3,0,0,0,0,40,1,1,0
45,277434,12,1,0,0,1,0,0,40,1,0,1
68,351711,10,0,2,0,1,0,0,40,1,1,1
44,191893,9,1,4,0,0,0,0,24,1,1,1
32,209103,9,0,2,0,1,0,0,20,1,0,1
59,261584,13,1,3,3,0,0,0,40,0,1,0
27,466224,10,1,3,3,1,0,0,40,1,1,1
19,67929,10,1,4,0,1,0,0,50,1,1,2
63,188976,13,0,2,0,1,0,0,40,1,1,1
35,25803,9,0,2,0,1,0,0,40,1,1,1
31,218322,10,1,3,0,1,0,0,30,1,1,1
42,23813,10,0,2,1,1,1,0,30,1,1,2
56,101338,13,0,2,0,1,0,0,40,1,1,0
31,113543,10,0,2,0,1,0,0,40,1,0,1
19,151506,9,1,4,0,0,0,0,30,1,1,1
31,189843,9,1,3,0,1,0,0,47,1,0,0
37,98725,13,1,4,0,0,0,0,42,1,1,0
24,306779,10,1,3,0,1,0,0,65,1,1,1
32,77634,7,0,2,0,1,0,0,45,1,1,1
32,134737,13,0,2,0,1,1,0,50,1,0,1
53,218630,9,0,2,0,1,0,0,40,1,0,1
43,188696,11,1,3,0,1,0,0,40,1,1,1
46,169699,9,0,2,0,1,0,0,40,1,1,1
32,118551,9,1,0,0,0,0,0,80,1,1,1
19,458558,9,0,1,0,0,0,0,40,1,1,1
67,423561,10,0,2,0,1,0,0,40,1,1,0
37,80410,7,0,2,0,1,0,0,40,1,1,1
43,36924,14,0,2,0,1,0,0,40,1,0,0
51,264457,7,0,2,3,1,0,0,40,1,1,0
34,228406,10,1,0,3,0,0,0,40,1,1,1
21,85088,10,1,4,0,0,0,0,37,1,1,1
29,413297,12,1,3,0,1,0,0,45,0,1,1
44,336906,10,1,0,0,0,0,0,40,1,1,1
26,203492,9,1,3,0,1,0,0,40,1,1,1
29,57423,11,0,2,0,1,0,0,48,1,1,1
22,116800,12,1,4,0,1,0,0,60,1,1,1
52,129177,9,1,3,0,0,0,0,40,1,1,0
38,194304,10,1,3,3,1,0,0,55,1,1,1
26,380674,9,1,4,0,1,0,0,52,1,1,1
32,281384,9,0,5,0,0,0,0,10,1,1,1
62,75478,13,0,2,0,1,0,0,40,1,1,2
20,171398,6,1,3,4,1,0,0,40,1,1,1
45,133969,9,0,2,2,1,0,0,50,0,0,2
30,403433,13,1,3,3,1,0,0,50,1,0,1
24,61737,13,1,3,0,1,0,0,40,1,1,0
42,174216,15,0,2,0,1,0,0,38,1,0,2
45,261192,9,0,2,3,1,0,0,40,1,1,1
23,61743,3,1,3,0,1,0,0,35,1,1,0
24,204226,14,1,3,0,0,0,0,40,1,1,1
33,194901,9,1,3,0,1,0,0,45,1,1,1
52,168539,9,0,2,0,1,0,0,40,1,0,0
28,264498,13,1,3,0,0,0,0,40,1,1,1
50,92969,2,1,0,3,0,0,0,40,1,1,1
50,273536,4,0,2,4,1,0,0,49,0,1,1
49,196571,13,0,2,0,1,0,0,45,1,0,1
38,128033,10,0,2,0,1,0,0,60,1,1,1
53,238481,11,0,2,0,1,0,1,40,1,1,1
29,29732,13,0,1,0,0,0,0,24,1,1,1
19,96176,10,1,4,0,0,0,0,20,1,1,1
22,289982,13,1,4,0,0,0,0,35,1,1,0
34,286020,9,0,2,0,1,0,0,45,1,1,1
34,155151,10,0,2,0,1,0,0,40,1,0,1
25,242729,13,1,4,0,0,0,0,20,1,1,1
40,138634,9,0,2,0,1,0,0,40,1,1,0
28,188928,9,0,2,0,1,0,0,40,1,1,1
90,221832,13,0,2,0,1,0,0,45,1,1,1
48,345831,9,1,3,0,1,0,0,40,1,1,1
77,145329,9,1,3,0,1,1,0,20,1,1,2
35,509462,13,1,3,0,0,0,0,45,1,1,1
34,126838,9,0,2,0,1,0,0,40,1,1,1
43,112131,10,0,2,0,1,0,0,40,1,1,1
53,139671,10,0,2,0,1,0,0,40,1,0,1
19,167149,10,1,4,0,0,0,0,25,1,1,1
69,76968,5,0,2,0,1,0,0,25,1,1,2
58,234328,13,1,3,0,1,0,0,40,1,1,1
46,370119,15,0,2,0,1,1,0,60,1,0,1
41,227890,10,1,3,0,1,0,0,46,1,0,1
28,144521,9,1,4,3,0,0,0,40,1,1,1
