age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
49,177114,14,1,3,0,0,0,0,60,1,1,0
47,72333,9,1,0,2,0,0,0,40,1,1,0
31,150324,12,1,0,0,1,0,0,40,1,1,1
63,97855,14,0,2,0,1,0,0,50,1,0,0
47,304133,10,0,2,0,1,0,0,45,1,1,1
48,191277,16,0,2,0,1,0,1,60,1,0,2
39,315640,13,1,4,2,1,0,0,60,0,1,2
25,130302,9,0,2,0,1,0,0,40,1,1,1
51,231230,13,0,2,0,1,0,0,25,1,1,2
20,374116,9,1,5,0,0,0,0,40,1,1,1
25,371987,13,1,3,0,0,0,0,40,1,1,1
18,172076,10,1,4,0,0,0,0,25,1,1,1
28,285294,13,0,1,3,0,1,0,45,1,0,1
48,158924,9,0,1,0,0,0,0,40,1,0,1
32,193042,13,0,2,0,1,0,0,44,1,1,1
35,240458,7,1,3,3,1,0,0,40,1,1,1
24,698418,10,1,4,3,0,0,0,25,1,1,1
38,278557,13,0,2,0,1,0,0,50,1,0,1
61,477209,4,0,2,0,1,0,0,54,1,1,1
30,263150,9,1,0,0,0,0,0,20,1,1,1
19,176831,10,1,4,3,0,0,0,35,1,1,0
46,225065,1,0,1,0,0,0,0,40,0,1,1
39,297847,5,0,1,3,0,1,0,34,1,1,1
54,271160,11,1,3,0,0,0,0,40,1,1,1
39,185053,9,1,3,0,0,0,0,40,1,1,1
53,346871,9,1,3,0,1,1,0,46,1,0,1
31,210562,9,0,2,0,1,0,0,65,1,1,1
42,195124,4,1,5,0,1,0,0,35,0,1,1
18,45316,7,1,4,0,0,0,0,20,1,1,1
46,165937,11,1,0,0,1,0,0,40,1,1,1
46,189680,10,0,2,0,1,0,0,50,1,0,1
21,141453,9,1,4,0,0,0,0,40,1,1,1
58,183810,9,0,2,0,1,0,0,24,1,1,1
31,178841,9,1,3,0,0,0,0,40,1,1,1
19,188815,9,1,4,0,0,1,0,20,1,1,1
18,109702,10,1,4,0,0,0,0,30,1,1,1
43,120277,9,0,2,0,1,0,0,40,1,0,1
43,183273,14,0,1,0,0,1,0,32,1,0,1
30,229895,6,1,0,0,0,0,0,40,1,1,1
37,22463,11,0,2,0,1,0,1,40,1,0,1
51,24790,10,0,2,0,1,0,0,99,1,0,2
47,168211,9,0,2,0,1,0,0,44,1,1,1
37,37778,11,0,2,0,1,0,0,54,1,1,1
43,281422,12,1,3,3,0,0,0,45,1,1,1
28,191027,9,1,3,0,1,0,0,40,1,1,2
43,193494,10,0,2,0,1,0,0,40,1,1,1
32,245487,3,0,2,1,1,0,0,40,0,1,1
23,300275,9,1,3,0,1,0,0,48,1,1,1
42,152676,4,1,0,0,1,0,0,40,0,1,1
20,38455,6,1,3,0,1,0,0,40,1,1,1
21,250051,10,1,4,0,0,0,0,10,1,1,1
53,48641,8,1,3,4,0,0,0,35,1,1,1
37,103925,10,1,5,0,0,0,0,40,1,1,1
47,181342,9,0,1,3,0,0,0,40,1,1,1
28,389713,9,1,3,0,1,0,0,40,1,1,1
35,138441,9,0,2,0,1,0,0,35,1,1,1
46,227310,10,1,0,3,0,0,0,40,1,1,0
47,125892,10,0,2,0,1,0,0,75,1,0,1
19,176570,7,1,4,0,1,0,0,60,1,1,1
40,277488,9,1,3,0,1,0,0,84,1,1,2
62,114045,9,1,3,0,0,0,0,35,1,1,0
24,283757,13,1,4,0,1,0,0,39,1,1,1
38,190023,9,0,2,0,1,0,0,40,1,0,2
27,73587,9,1,3,3,1,0,0,35,1,1,1
17,108470,7,1,4,3,1,0,0,17,1,1,1
49,50282,10,1,3,0,1,1,0,45,1,1,1
50,95949,13,0,2,0,1,0,0,50,1,1,2
26,311497,13,1,3,0,0,0,0,40,1,1,1
23,39182,9,0,2,0,1,0,0,40,1,1,1
65,172510,10,1,3,0,0,1,0,20,0,1,1
37,201259,7,1,3,0,1,0,0,65,1,1,1
22,59184,12,1,3,0,1,0,0,45,1,1,1
30,151967,10,0,2,0,1,0,0,58,1,1,1
25,92093,13,0,2,0,1,0,0,20,1,1,1
29,85572,7,0,1,0,0,0,0,5,1,1,2
41,97277,11,1,0,0,0,0,0,10,1,1,2
31,209538,6,0,2,0,1,0,0,40,1,1,1
49,218676,10,0,2,0,1,0,0,43,1,1,1
34,316470,10,1,3,0,1,0,0,40,1,1,1
27,40295,9,1,3,0,1,0,0,99,1,1,1
50,283676,16,0,2,0,1,1,0,60,1,0,2
57,19520,16,1,0,0,0,0,0,50,1,1,0
30,198183,11,1,3,0,0,0,0,40,1,1,1
