age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
59,381851,5,1,0,3,0,0,0,40,1,1,1
38,160035,9,0,2,0,1,0,0,55,1,1,1
30,47085,6,0,2,0,1,0,0,40,1,1,0
52,338816,14,1,3,0,1,0,0,70,1,0,0
34,97723,13,0,2,0,1,0,0,40,1,0,1
30,75755,11,0,2,0,1,0,0,40,1,1,1
31,288566,13,0,2,0,1,0,0,43,1,0,1
37,328466,10,0,2,0,1,0,0,50,1,0,2
31,50442,10,1,4,1,0,0,0,25,1,1,0
66,102686,14,0,2,0,1,0,0,20,1,0,2
74,54732,10,0,2,0,1,0,0,20,1,0,1
33,195576,9,0,2,0,1,1,0,60,1,1,1
27,120126,10,0,2,0,1,0,0,40,1,1,2
42,99373,9,1,3,0,0,0,0,40,1,1,1
26,77661,13,1,3,0,0,0,0,40,1,1,1
55,189721,9,0,2,0,1,0,0,20,1,1,2
28,142712,9,1,4,0,1,0,0,40,1,1,1
38,37683,15,1,3,2,0,1,0,57,0,0,0
24,37440,13,1,0,0,1,0,0,50,1,1,2
25,182750,13,1,3,0,1,0,0,45,1,0,2
36,206520,13,1,4,0,1,0,0,40,1,1,2
50,299831,10,1,0,0,0,0,1,40,1,1,0
37,186808,9,1,0,0,1,0,0,40,1,1,1
49,195956,13,1,0,0,0,0,0,35,1,1,1
41,124639,10,1,3,3,1,0,0,40,1,1,1
57,119253,14,0,2,0,1,1,0,65,1,0,2
31,178623,13,1,3,3,0,1,0,60,1,0,1
32,257068,10,1,3,0,0,0,0,37,1,1,1
32,155232,13,1,3,3,1,0,0,60,1,0,1
52,175622,11,1,0,0,0,0,0,40,1,1,1
36,267556,9,0,2,0,1,1,0,40,1,1,1
41,193882,9,1,4,0,1,0,0,40,1,1,0
42,29702,6,0,2,0,1,0,0,40,1,1,1
34,113198,12,0,2,0,1,0,0,28,1,1,1
44,179136,9,1,3,0,0,0,0,40,1,1,1
28,154863,13,1,4,3,1,0,0,35,1,1,1
25,75821,10,1,4,0,0,0,0,40,1,1,1
29,444304,13,0,2,0,1,0,0,40,1,0,1
17,181580,7,1,4,0,0,0,0,16,1,1,1
18,40293,9,1,5,0,1,0,0,40,1,1,2
33,203488,10,1,3,0,1,0,0,40,1,1,1
60,191446,9,0,2,0,1,1,0,40,1,0,1
59,32552,13,0,2,0,1,0,0,4,1,1,1
30,48542,8,0,1,0,0,0,0,40,1,1,0
20,410446,9,1,5,0,1,0,0,20,1,1,0
34,192259,15,0,2,0,1,0,0,35,1,0,2
39,131288,12,0,2,0,1,1,0,48,1,0,2
62,208711,13,0,2,0,1,1,0,50,1,0,1
17,156501,8,1,4,0,0,0,0,16,1,1,1
61,105384,13,0,2,0,1,0,0,40,1,1,1
24,107882,9,1,3,0,0,0,0,40,1,1,1
26,242651,10,1,3,0,1,0,0,48,1,1,2
54,188809,16,1,3,0,0,0,0,50,1,0,0
57,41762,9,0,2,2,1,0,0,40,0,0,1
25,138765,13,1,3,0,1,0,0,20,1,1,1
24,84257,13,1,3,0,1,0,0,50,1,1,0
42,188693,10,0,2,0,1,0,0,40,1,1,1
32,185410,9,1,3,0,0,0,0,40,1,1,1
78,82815,10,0,2,0,1,0,0,3,1,0,2
39,250217,9,1,3,3,0,0,0,70,1,1,1
