age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
38,173208,14,0,2,0,1,0,0,25,1,1,1
49,125421,9,0,1,0,0,0,0,40,1,0,1
35,241126,14,0,2,0,1,0,0,40,1,0,1
61,162432,9,1,3,0,0,0,0,40,1,1,1
46,123598,10,0,2,0,1,0,0,48,1,0,1
40,168071,9,1,4,0,1,0,0,28,1,1,1
49,148549,13,0,2,0,1,0,1,50,1,0,1
35,70447,10,1,0,2,1,1,0,20,1,1,1
47,162741,12,0,1,3,0,1,0,40,1,0,1
30,271710,13,0,2,0,1,1,0,50,1,0,1
45,197038,13,1,3,0,1,0,0,50,1,0,1
30,130369,11,1,0,0,0,0,0,40,1,1,1
35,556902,9,1,3,3,1,0,0,40,1,1,1
34,212163,10,0,2,0,1,0,0,25,1,1,1
37,192939,13,0,2,0,1,0,0,40,1,0,1
23,434467,9,1,3,0,1,0,0,48,1,1,1
49,324791,13,0,2,0,1,0,0,50,1,0,0
45,200363,11,1,3,0,0,0,0,44,1,1,1
45,61885,14,0,2,0,1,0,0,37,1,0,0
21,239577,10,1,4,0,1,0,0,40,1,1,1
