age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
31,125927,4,0,2,0,1,0,0,40,1,1,0
22,410439,9,1,3,0,1,0,0,55,1,1,1
34,126838,9,0,2,0,1,0,0,40,1,1,1
49,168211,10,0,2,0,1,0,1,40,1,0,1
59,174056,13,0,2,0,1,1,0,40,1,0,2
23,196827,10,0,2,0,1,0,1,40,1,1,1
32,236770,10,1,3,0,1,0,0,50,1,1,1
43,186916,14,1,3,0,1,0,0,60,1,0,0
56,222182,9,0,2,3,1,0,0,45,1,1,2
50,146603,15,0,2,0,1,0,0,40,1,0,2
53,143822,14,0,2,0,1,0,0,36,1,0,0
39,172538,9,0,2,0,1,0,0,50,1,0,1
45,325390,9,0,2,0,1,0,0,40,1,1,1
44,139907,10,1,4,0,1,0,0,50,1,1,1
33,176992,14,0,2,0,1,0,0,40,1,0,1
60,389254,9,0,2,0,1,0,0,40,1,0,1
54,115912,10,0,2,0,1,0,0,40,1,1,1
21,188793,9,0,2,4,1,0,0,35,1,1,1
52,145409,10,0,2,0,1,1,0,60,0,0,1
43,208277,14,0,1,0,0,0,0,45,1,0,1
51,186303,13,0,2,0,1,0,0,40,1,0,1
48,240231,13,0,2,2,1,0,0,40,0,0,1
61,230292,10,0,2,0,1,1,0,40,1,0,1
38,173968,9,0,2,0,1,0,0,45,1,1,1
30,156025,9,1,0,0,0,0,0,40,1,1,1
37,185744,9,0,1,0,0,0,0,20,1,1,1
46,216999,13,1,3,0,1,0,0,55,1,0,1
44,203943,13,0,2,3,1,0,0,35,1,0,1
47,166634,10,1,0,0,0,0,0,40,0,1,1
28,27956,15,0,2,2,1,0,0,99,0,1,1
41,224799,10,0,2,0,1,0,0,40,1,1,1
41,340148,10,1,3,0,0,0,0,45,1,1,1
51,102615,14,0,2,0,1,0,1,40,1,0,1
34,203488,10,0,2,0,1,0,0,40,1,1,1
73,139978,7,0,2,0,1,0,0,40,1,1,1
38,22245,9,0,2,0,1,0,0,60,1,0,1
52,82285,13,1,5,3,0,0,0,40,0,1,1
44,204235,9,0,2,0,1,0,0,40,1,1,1
42,54202,15,0,2,0,1,0,0,50,1,0,2
27,420054,9,1,0,0,1,1,0,50,1,0,2
37,168941,7,1,3,0,1,0,0,40,1,1,1
49,125892,13,0,2,0,1,0,0,40,1,0,0
53,108083,4,0,2,0,1,0,0,45,1,1,1
61,168654,9,1,3,0,0,0,0,40,0,1,1
20,206681,8,1,3,0,0,0,0,55,1,1,1
71,187493,9,0,2,0,1,0,0,40,1,0,1
31,215297,9,0,2,0,1,0,0,45,1,1,1
42,212894,11,0,2,0,1,1,0,40,1,1,1
40,223934,10,0,1,0,0,0,0,17,1,0,1
39,103110,13,0,2,0,1,0,0,50,1,1,2
24,127185,12,0,1,0,0,0,0,40,1,1,0
58,316000,9,0,2,0,1,0,0,40,1,0,1
65,204042,9,1,3,0,1,0,0,20,1,1,1
46,102308,15,0,2,0,1,1,0,50,1,0,0
49,128990,13,0,2,0,1,0,0,40,1,0,0
22,163205,9,1,4,0,0,0,0,53,1,1,0
48,309895,10,1,4,0,0,0,0,40,1,1,2
44,240628,12,1,3,0,0,1,0,40,1,1,0
35,166549,8,0,2,0,1,0,0,40,1,1,1
30,145231,12,1,4,0,0,0,1,40,1,1,1
21,244312,5,1,4,0,1,0,0,30,0,1,1
41,97632,10,1,3,2,0,0,0,32,1,1,1
50,195844,12,0,2,0,1,0,0,50,1,0,1
34,101345,13,0,1,0,0,0,0,40,1,0,1
22,50163,5,1,4,0,1,0,0,40,1,1,1
26,291968,15,0,2,0,1,0,1,40,1,0,1
29,54932,9,0,2,0,1,0,0,40,1,1,1
41,106982,10,1,0,0,0,0,0,40,1,0,0
60,232618,9,0,2,0,1,0,0,40,1,1,0
28,31717,9,0,2,0,1,0,0,45,1,0,2
71,118876,13,1,3,0,0,0,0,14,1,1,1
47,115613,9,0,2,0,1,0,0,50,1,0,1
46,196858,14,0,2,0,1,0,0,35,1,0,1
41,33331,9,0,2,0,1,0,0,45,1,1,1
36,170861,9,1,4,0,0,0,0,32,1,1,0
36,174887,10,1,3,0,0,0,0,40,1,1,1
40,280433,13,0,2,0,1,0,0,50,1,1,2
40,77247,8,0,2,0,1,0,0,50,1,0,1
33,137184,12,1,0,0,1,0,0,50,1,0,0
54,162439,9,0,2,0,1,0,0,98,1,0,2
42,190044,13,0,2,0,1,1,0,50,1,0,0
36,331902,10,1,0,0,0,0,0,35,1,1,0
35,258339,15,0,2,0,1,0,0,55,1,0,1
18,444607,10,1,4,0,0,0,0,25,1,1,1
41,375574,10,0,2,0,1,0,0,60,0,0,2
35,454843,10,0,2,0,1,0,0,40,1,0,1
62,115387,9,1,5,3,0,0,0,40,1,1,1
71,38822,14,0,2,0,1,1,0,40,1,0,2
63,200474,2,1,3,0,1,0,0,40,1,1,1
59,170104,13,0,2,0,1,0,1,50,1,0,1
51,290856,9,0,2,0,1,0,0,40,1,0,1
40,400061,10,0,2,4,1,0,0,40,1,0,1
51,79324,10,0,2,0,1,0,0,40,1,1,1
33,235271,13,1,3,0,1,0,0,50,1,0,2
73,147551,10,0,2,0,1,0,1,50,1,0,1
51,154342,14,0,2,0,1,1,0,45,1,0,1
55,104917,14,0,2,3,1,0,0,40,1,0,0
42,176063,11,0,2,0,1,1,0,55,1,0,1
37,40955,15,0,2,0,1,0,0,50,1,0,1
30,176185,10,1,4,0,1,0,0,60,1,0,2
