age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
17,36877,6,1,4,0,0,0,0,10,1,1,1
34,253438,10,0,2,0,1,0,0,60,1,0,1
24,585203,13,0,1,0,0,1,0,45,1,0,1
50,301024,13,1,3,0,1,0,0,40,1,0,1
26,136309,13,1,3,0,1,0,0,40,1,1,1
60,223696,2,1,3,4,1,0,0,38,0,1,1
24,127647,10,1,0,0,0,0,0,35,1,1,1
31,176410,9,1,4,0,0,0,0,38,1,1,1
53,157069,12,0,2,0,1,0,0,40,1,0,1
28,339002,9,1,4,0,1,0,0,20,1,1,1
18,126021,9,1,4,0,0,0,0,20,1,1,1
32,113688,11,1,3,0,0,0,0,50,1,1,1
26,55929,13,1,3,0,0,0,0,40,1,1,1
55,229029,13,0,2,0,1,1,0,48,1,0,1
56,178033,10,1,3,0,1,1,0,60,1,1,1
62,271431,5,0,2,3,1,0,0,42,1,1,1
22,175883,9,1,4,0,0,0,0,40,1,1,1
51,40808,13,1,3,1,0,0,0,43,1,1,0
47,168337,9,0,2,0,1,0,0,48,1,0,1
40,85995,6,0,2,0,1,0,0,40,1,0,1
52,127749,9,0,2,0,1,0,0,50,1,1,1
42,287037,8,1,3,0,1,0,0,10,1,1,2
34,135785,13,1,3,0,0,0,0,36,1,1,1
27,155382,10,1,3,0,0,0,0,25,1,1,1
19,258633,10,1,3,0,0,0,0,30,1,1,1
58,137506,9,0,2,0,1,0,0,40,1,1,1
24,83374,10,1,3,2,1,0,0,30,1,0,2
35,184117,13,1,4,0,0,0,0,40,1,1,1
35,169638,10,1,0,0,0,0,0,36,1,1,1
38,96330,11,1,0,3,0,0,0,40,1,1,1
39,96452,14,0,2,0,1,0,0,55,1,0,1
23,100345,13,1,4,0,1,0,0,20,1,1,1
21,253190,9,1,4,0,1,0,0,40,1,1,1
38,357962,5,1,3,0,1,0,0,40,1,1,2
31,181091,9,0,2,0,1,0,0,50,1,0,1
30,149427,5,1,4,0,1,0,0,45,1,1,1
26,236564,9,1,3,0,1,0,0,40,1,1,1
22,186849,7,1,4,0,1,0,0,50,1,1,1
57,114495,9,0,2,0,1,0,0,60,1,1,1
26,213385,10,1,3,0,1,0,0,20,1,1,1
20,163003,9,1,0,2,0,0,0,15,1,1,1
27,276776,10,0,2,0,1,0,0,40,1,0,0
36,52532,16,0,2,0,1,0,1,50,1,0,0
30,255486,9,0,2,3,1,0,0,25,1,1,1
38,153976,9,0,2,0,1,0,0,40,1,1,1
38,177121,10,1,3,0,0,0,0,58,1,1,1
29,355569,11,1,0,0,0,0,0,50,1,1,1
26,31143,10,1,3,0,1,0,0,40,1,1,1
21,227986,9,1,0,0,0,0,0,40,1,1,1
36,410034,13,0,2,0,1,0,1,40,1,0,0
44,121874,10,1,0,0,1,0,0,55,1,0,1
25,330695,10,0,2,0,1,0,0,50,1,1,1
33,194901,9,1,3,0,1,0,0,45,1,1,1
29,235393,9,0,2,3,1,0,0,40,1,1,1
30,70377,9,1,4,0,0,0,0,40,1,1,1
31,93589,9,1,4,4,1,0,0,40,1,1,0
70,174032,9,0,2,0,1,0,0,40,1,1,1
23,122346,9,1,4,0,1,0,0,40,1,1,1
23,275244,9,1,3,3,1,0,0,35,1,1,1
23,346480,9,1,3,0,0,0,0,50,1,1,1
36,136629,10,0,2,0,1,0,0,40,1,0,1
19,178811,9,1,4,3,0,0,0,20,1,1,1
36,98037,11,0,2,2,1,0,0,40,1,1,0
43,292175,14,1,0,0,0,0,0,45,1,0,2
20,526734,9,1,3,0,0,0,0,30,1,1,0
71,55965,4,1,3,0,1,0,0,10,1,1,1
36,405155,3,0,2,0,1,0,0,40,0,1,1
26,213258,9,0,2,0,1,0,0,40,1,1,1
42,222011,10,1,0,0,0,0,0,43,1,1,1
23,172232,9,1,4,0,1,0,0,50,1,1,1
40,391744,9,1,0,3,0,0,0,40,1,1,0
40,102606,14,0,2,0,1,0,0,40,1,0,1
45,187581,10,0,2,0,1,0,0,40,1,0,1
46,340718,7,1,3,0,0,0,0,40,1,1,0
59,279232,6,0,2,0,1,0,0,40,0,1,1
44,184105,12,0,2,0,1,1,0,40,1,0,1
17,147069,6,1,4,0,0,0,0,16,1,1,1
48,119471,11,0,2,2,1,0,0,56,0,0,1
31,352465,10,0,2,0,1,1,0,50,1,0,1
46,377401,9,0,2,0,1,0,1,70,0,0,1
22,234474,10,1,4,3,0,0,0,25,1,1,1
45,198759,16,0,2,0,1,0,0,60,1,1,1
41,304906,13,0,2,0,1,0,0,40,1,0,1
19,112432,10,1,4,0,1,0,0,10,1,1,0
28,221452,9,1,3,0,1,0,0,40,1,1,1
36,166606,7,0,2,0,1,0,0,40,1,1,1
20,505980,10,1,4,0,1,0,0,40,1,1,1
22,48347,10,1,4,0,1,0,0,40,1,1,1
26,132749,10,1,4,0,0,0,0,45,1,1,1
35,98283,15,1,3,2,1,0,0,40,0,0,1
41,183105,9,1,0,0,0,0,0,44,0,1,1
44,286750,13,0,2,3,1,0,1,40,1,0,1
42,185413,13,0,2,0,1,0,0,40,1,1,1
43,183096,10,1,0,0,0,0,0,10,1,1,1
53,192386,9,1,0,0,1,0,0,45,1,1,1
45,187969,11,1,3,0,0,0,0,38,1,1,1
45,122206,12,0,2,0,1,0,0,50,1,0,2
26,354784,10,1,4,0,1,0,0,20,1,1,1
54,103179,16,0,2,0,1,0,1,50,1,0,0
33,132601,10,0,2,0,1,0,0,45,1,1,1
40,178866,9,0,1,0,0,0,0,20,1,0,0
58,280309,12,0,2,0,1,1,0,60,1,0,1
42,145175,10,0,2,0,1,0,0,40,1,1,1
34,265917,9,0,2,0,1,0,0,40,1,0,2
23,116830,8,1,3,0,1,0,0,50,1,1,1
29,262208,10,1,3,3,0,0,0,30,0,1,1
21,104981,10,1,4,0,1,0,0,48,1,1,1
53,239284,9,1,0,0,0,0,0,40,1,1,1
25,212304,9,1,0,0,1,0,0,40,1,1,1
33,88913,10,1,4,2,0,0,0,40,1,1,0
18,92008,9,1,5,0,0,0,0,28,1,1,1
51,123011,13,1,3,0,1,0,1,50,1,0,1
23,203715,9,1,4,0,1,0,0,40,1,1,1
42,226902,13,0,2,0,1,0,0,45,1,0,1
