age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
25,193787,10,1,4,0,0,0,0,40,1,1,1
44,234885,9,0,1,0,0,0,0,40,1,0,2
35,194404,12,1,3,0,1,0,0,40,1,1,2
39,176186,10,0,2,0,1,0,0,50,1,0,1
38,173208,14,0,2,0,1,0,0,25,1,1,1
44,320984,10,0,2,0,1,1,0,60,1,0,2
49,125421,9,0,1,0,0,0,0,40,1,0,1
30,30226,7,1,4,0,1,0,0,40,1,1,1
57,236944,9,0,2,3,1,0,0,40,1,0,1
44,144778,10,1,3,0,1,0,0,45,1,0,1
25,207342,10,1,3,3,1,0,0,40,1,1,0
36,233533,10,0,2,0,1,0,0,60,1,0,2
46,377622,9,0,2,0,1,0,0,40,1,1,0
24,219754,9,1,4,0,1,0,0,40,1,1,1
47,101926,13,1,3,0,1,0,0,70,1,0,2
43,111252,10,0,2,0,1,0,0,42,1,1,1
24,69045,10,1,3,3,1,0,0,40,0,1,1
39,99065,13,0,1,0,0,0,0,40,0,0,1
19,246652,10,1,4,0,0,0,0,40,1,1,1
40,510072,13,0,2,0,1,0,0,55,1,0,1
59,67841,9,0,2,0,1,0,0,40,1,0,1
54,137691,9,0,2,0,1,0,0,40,1,0,0
21,370990,10,1,4,0,1,0,0,40,1,1,1
47,145290,9,0,2,0,1,0,1,50,1,0,2
45,162187,13,0,2,0,1,0,0,52,1,0,1
75,311184,13,0,2,0,1,0,0,24,1,1,1
37,30267,7,1,3,0,1,0,0,60,1,0,1
45,214068,16,0,2,0,1,0,0,50,1,0,1
44,193494,10,0,2,0,1,0,0,72,1,0,1
33,342458,12,1,3,0,1,0,0,56,1,1,0
60,338345,9,0,2,0,1,0,0,45,1,0,1
35,241126,14,0,2,0,1,0,0,40,1,0,1
34,45114,13,1,4,3,0,0,0,40,1,1,1
22,203240,6,1,3,0,0,0,0,40,1,1,1
45,236586,14,0,2,0,1,1,0,55,1,0,0
61,162432,9,1,3,0,0,0,0,40,1,1,1
49,311671,10,0,2,0,1,0,0,40,1,0,0
36,82743,12,1,3,0,1,0,0,55,0,1,1
49,176814,10,0,2,0,1,0,0,50,0,1,1
30,170154,13,1,3,0,0,0,0,40,1,0,1
46,110015,4,0,2,0,1,0,0,75,0,1,2
56,176118,9,0,2,0,1,1,0,40,1,0,1
30,121308,10,1,4,0,1,0,0,40,1,1,1
54,174102,10,1,3,0,1,0,0,40,1,0,1
51,32372,13,0,2,0,1,0,1,70,1,1,2
33,180551,10,1,0,0,0,0,0,40,1,1,1
48,85384,10,0,2,0,1,0,0,40,1,0,0
54,169182,9,1,0,0,0,0,0,38,0,1,1
31,22201,9,0,2,1,1,0,0,40,1,0,1
46,123598,10,0,2,0,1,0,0,48,1,0,1
54,197975,3,0,2,0,1,0,0,51,1,1,1
43,352005,13,0,2,0,1,1,0,45,1,0,1
40,168071,9,1,4,0,1,0,0,28,1,1,1
40,273425,13,0,2,0,1,0,0,50,1,0,1
39,294183,9,1,0,0,0,0,0,40,1,1,1
28,189346,9,1,4,0,1,0,0,48,1,1,1
38,33887,9,1,5,0,1,0,0,40,1,1,1
52,185407,11,0,2,0,1,0,0,48,0,0,1
48,191277,11,0,2,0,1,0,0,50,1,0,2
41,197558,13,1,3,0,1,0,0,40,1,1,0
48,112906,14,0,2,0,1,0,0,55,1,0,1
27,335421,13,1,3,0,0,0,0,20,1,1,1
44,104892,10,0,2,0,1,0,0,58,1,0,2
39,53447,9,1,3,0,0,0,0,40,1,1,1
49,148549,13,0,2,0,1,0,1,50,1,0,1
52,180881,13,0,2,0,1,0,0,40,1,1,1
53,251675,10,1,3,0,1,1,0,50,0,0,2
30,164190,11,0,2,0,1,1,0,52,1,0,1
37,194630,14,1,4,0,0,0,0,40,1,1,0
38,129573,14,1,3,0,1,0,0,40,1,0,2
25,66622,10,1,4,0,0,0,0,25,1,1,1
50,289207,16,0,2,0,1,0,1,45,1,0,0
34,119153,7,0,2,0,1,0,0,50,1,1,1
17,285169,7,1,4,0,0,0,0,40,1,1,1
36,361888,9,0,2,0,1,0,0,45,1,0,1
43,112494,9,1,3,0,1,0,0,45,1,1,1
36,34744,12,1,0,0,0,0,0,37,1,1,1
56,163212,9,1,0,0,0,1,0,40,1,0,2
52,180062,10,0,2,0,1,0,0,60,1,1,1
35,70447,10,1,0,2,1,1,0,20,1,1,1
38,192337,13,0,2,0,1,1,0,40,1,0,1
47,160131,10,1,3,0,1,0,0,40,1,1,2
37,186035,12,0,2,0,1,0,0,55,1,1,1
21,121889,10,1,4,3,0,0,0,20,1,1,1
52,238959,14,1,3,0,1,0,0,32,1,0,0
28,108574,10,0,1,0,0,0,0,15,1,1,1
44,119281,15,0,2,0,1,0,0,50,1,0,1
38,194538,11,0,2,0,1,0,0,48,1,0,1
54,392286,12,0,2,0,1,0,0,50,1,0,2
51,108435,14,0,2,0,1,0,0,47,1,0,1
47,162741,12,0,1,3,0,1,0,40,1,0,1
50,211319,13,0,2,0,1,1,0,50,1,0,1
28,219267,9,1,0,0,0,0,0,28,1,1,1
34,295922,10,1,3,0,1,0,0,40,0,0,1
56,70720,8,0,2,0,1,0,0,40,1,0,1
23,199915,13,1,4,0,0,0,0,35,1,1,1
48,119722,10,0,2,3,1,0,0,8,1,1,1
36,175360,14,1,3,0,1,1,0,50,1,0,1
42,162758,10,0,2,0,1,0,0,56,1,0,2
35,210150,9,1,0,0,0,0,0,40,1,1,1
44,157217,12,0,2,0,1,0,0,40,1,0,1
17,277112,7,1,4,0,1,0,0,30,1,1,1
42,27187,14,0,2,0,1,0,0,60,1,0,2
42,403187,9,1,0,3,0,0,0,40,1,1,1
54,168553,13,0,2,0,1,0,0,40,1,1,0
39,163278,10,1,3,0,0,1,0,44,1,1,0
28,190391,13,1,3,0,1,0,0,50,1,1,2
42,139012,16,0,2,2,1,0,0,40,0,0,1
34,172928,9,0,2,0,1,0,0,65,1,1,1
30,271710,13,0,2,0,1,1,0,50,1,0,1
45,197038,13,1,3,0,1,0,0,50,1,0,1
46,366089,15,0,2,0,1,1,0,40,1,0,2
30,130369,11,1,0,0,0,0,0,40,1,1,1
59,261816,10,1,3,0,0,0,0,52,0,1,1
45,131826,10,0,2,0,1,0,0,40,1,1,1
23,234460,4,1,4,3,0,0,0,40,0,1,1
30,321990,10,0,2,0,1,1,0,48,0,0,0
46,46537,14,1,3,0,0,0,0,40,1,1,0
47,205730,9,0,2,0,1,0,0,56,1,0,1
50,68898,14,0,2,0,1,1,0,55,1,0,2
41,152529,13,1,3,0,1,0,0,40,1,0,1
49,265295,9,1,3,0,1,0,0,40,1,1,1
35,224512,14,0,2,0,1,0,0,55,1,0,1
48,159726,9,0,2,0,1,0,0,55,1,0,1
24,220323,10,0,2,3,1,0,0,40,1,1,1
45,235891,12,1,3,0,1,0,0,40,0,1,0
43,154076,10,0,2,0,1,0,0,40,1,0,1
43,114859,10,0,2,0,1,0,0,17,1,1,0
35,556902,9,1,3,3,1,0,0,40,1,1,1
34,212163,10,0,2,0,1,0,0,25,1,1,1
46,65535,13,0,2,0,1,0,0,48,1,0,0
61,147393,15,0,2,0,1,0,0,20,1,1,1
38,286405,16,0,2,0,1,0,1,50,1,0,0
34,58305,9,0,2,0,1,0,1,40,1,1,1
36,340001,9,0,2,0,1,0,0,40,1,1,2
51,246820,9,0,2,0,1,1,0,48,1,0,2
48,143299,9,1,3,3,1,0,0,40,1,1,1
24,186452,9,1,3,0,1,0,0,50,1,1,1
51,233149,12,0,2,0,1,0,0,45,1,0,1
45,148995,13,0,2,0,1,1,0,40,1,0,1
34,27153,9,0,2,0,1,0,0,40,1,1,1
37,192939,13,0,2,0,1,0,0,40,1,0,1
39,326566,10,1,4,3,1,0,0,40,1,1,0
37,243409,9,0,2,0,1,0,0,50,1,1,1
41,213019,11,0,1,0,0,0,0,38,1,0,1
57,135339,13,0,2,2,1,0,0,40,0,0,1
51,205100,10,1,3,0,0,0,0,45,1,0,1
44,171589,11,0,2,0,1,1,0,40,1,0,0
29,53271,13,0,2,0,1,0,0,40,1,0,1
46,84402,13,1,3,0,1,0,0,45,1,0,1
35,144608,9,0,2,0,1,0,0,40,1,1,1
19,196857,10,1,4,0,0,0,0,20,1,1,1
42,433170,10,0,2,0,1,0,0,60,1,0,1
40,193144,9,1,0,0,0,0,0,36,1,1,1
23,434467,9,1,3,0,1,0,0,48,1,1,1
28,251905,15,1,3,0,1,0,1,40,0,1,1
43,393354,10,0,1,3,0,0,0,38,1,0,1
38,215419,9,0,1,0,0,0,0,36,1,0,1
40,83953,10,0,2,0,1,0,0,50,1,0,1
49,324791,13,0,2,0,1,0,0,50,1,0,0
32,255885,13,0,2,0,1,0,0,43,1,0,1
66,186324,13,0,2,0,1,0,0,5,1,0,1
64,185912,15,0,2,0,1,1,0,35,1,0,2
48,265192,9,0,2,0,1,0,0,45,1,1,1
61,96660,10,0,1,0,0,1,0,34,1,0,1
58,259929,16,1,3,0,0,0,0,43,1,0,0
25,114150,9,1,5,0,1,0,0,40,1,1,1
49,168191,4,0,2,0,1,0,0,70,0,1,2
40,215596,13,1,3,4,1,0,0,40,0,1,1
