age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
43,186916,14,1,3,0,1,0,0,60,1,0,0
45,325390,9,0,2,0,1,0,0,40,1,1,1
54,115912,10,0,2,0,1,0,0,40,1,1,1
21,188793,9,0,2,4,1,0,0,35,1,1,1
43,208277,14,0,1,0,0,0,0,45,1,0,1
30,156025,9,1,0,0,0,0,0,40,1,1,1
37,185744,9,0,1,0,0,0,0,20,1,1,1
46,216999,13,1,3,0,1,0,0,55,1,0,1
47,166634,10,1,0,0,0,0,0,40,0,1,1
28,27956,15,0,2,2,1,0,0,99,0,1,1
34,203488,10,0,2,0,1,0,0,40,1,1,1
73,139978,7,0,2,0,1,0,0,40,1,1,1
44,204235,9,0,2,0,1,0,0,40,1,1,1
42,54202,15,0,2,0,1,0,0,50,1,0,2
37,168941,7,1,3,0,1,0,0,40,1,1,1
71,187493,9,0,2,0,1,0,0,40,1,0,1
31,215297,9,0,2,0,1,0,0,45,1,1,1
42,212894,11,0,2,0,1,1,0,40,1,1,1
39,103110,13,0,2,0,1,0,0,50,1,1,2
46,102308,15,0,2,0,1,1,0,50,1,0,0
44,240628,12,1,3,0,0,1,0,40,1,1,0
35,166549,8,0,2,0,1,0,0,40,1,1,1
30,145231,12,1,4,0,0,0,1,40,1,1,1
21,244312,5,1,4,0,1,0,0,30,0,1,1
50,195844,12,0,2,0,1,0,0,50,1,0,1
34,101345,13,0,1,0,0,0,0,40,1,0,1
26,291968,15,0,2,0,1,0,1,40,1,0,1
28,31717,9,0,2,0,1,0,0,45,1,0,2
46,196858,14,0,2,0,1,0,0,35,1,0,1
36,170861,9,1,4,0,0,0,0,32,1,1,0
40,77247,8,0,2,0,1,0,0,50,1,0,1
54,162439,9,0,2,0,1,0,0,98,1,0,2
42,190044,13,0,2,0,1,1,0,50,1,0,0
18,444607,10,1,4,0,0,0,0,25,1,1,1
35,454843,10,0,2,0,1,0,0,40,1,0,1
71,38822,14,0,2,0,1,1,0,40,1,0,2
40,400061,10,0,2,4,1,0,0,40,1,0,1
73,147551,10,0,2,0,1,0,1,50,1,0,1
55,104917,14,0,2,3,1,0,0,40,1,0,0
42,176063,11,0,2,0,1,1,0,55,1,0,1
