age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
40,40024,15,0,2,0,1,0,0,38,1,0,0
20,157145,10,1,4,0,1,0,1,10,1,1,2
36,213008,12,0,2,0,1,0,0,40,1,0,2
41,343079,13,0,1,0,0,0,1,20,1,1,0
55,158315,9,0,2,0,1,0,0,50,1,0,2
63,133144,9,0,2,0,1,0,0,45,1,1,1
21,109869,9,1,4,0,1,0,0,30,1,1,1
33,296453,14,0,2,0,1,0,0,15,1,1,1
27,177761,10,0,2,4,1,0,0,50,1,1,1
27,275110,9,0,2,3,1,0,0,80,1,0,1
42,340234,9,0,2,2,1,1,0,40,1,0,1
53,102828,9,0,2,0,1,0,0,35,1,0,1
48,160647,10,1,3,0,0,0,0,40,0,0,1
44,358199,10,0,2,0,1,0,0,45,1,0,1
43,117471,9,1,3,0,0,0,0,40,1,1,0
54,185846,14,0,2,0,1,0,1,40,1,0,0
18,256005,9,1,4,0,1,0,0,40,1,1,1
40,325159,10,0,2,0,1,0,0,50,1,0,2
56,357118,14,0,1,0,0,0,0,40,1,0,1
19,356272,10,1,3,0,0,0,0,25,1,1,1
58,118303,9,1,3,0,0,0,0,35,1,0,1
53,346754,10,0,1,0,0,0,0,40,1,0,1
44,75065,8,0,2,2,1,0,0,60,0,1,2
55,119762,6,0,2,0,1,0,0,50,1,1,2
45,145636,14,0,2,0,1,0,1,43,1,0,1
38,187870,13,0,2,0,1,1,0,50,1,0,1
34,203488,9,1,3,0,1,0,0,40,1,1,1
35,165930,10,0,2,0,1,0,0,40,1,1,1
29,169683,11,0,2,0,1,0,0,40,1,1,1
72,217864,9,0,2,0,1,0,0,40,1,0,0
26,151810,6,1,3,3,1,0,0,40,1,1,1
37,327120,10,0,2,0,1,0,0,30,1,1,0
39,99270,9,1,4,0,0,0,0,40,1,1,1
34,173495,10,0,2,0,1,0,0,48,1,0,1
37,76855,10,1,0,0,0,0,0,40,1,1,2
34,340880,9,0,2,0,1,0,0,60,0,0,1
43,158528,9,0,2,0,1,0,0,40,1,0,1
27,69132,13,1,3,0,1,0,0,37,1,1,1
43,133584,10,0,2,0,1,0,0,40,1,1,1
36,109133,13,0,2,0,1,0,0,50,1,0,2
