age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
20,157145,10,1,4,0,1,0,1,10,1,1,2
41,343079,13,0,1,0,0,0,1,20,1,1,0
27,275110,9,0,2,3,1,0,0,80,1,0,1
42,340234,9,0,2,2,1,1,0,40,1,0,1
53,102828,9,0,2,0,1,0,0,35,1,0,1
48,160647,10,1,3,0,0,0,0,40,0,0,1
43,117471,9,1,3,0,0,0,0,40,1,1,0
54,185846,14,0,2,0,1,0,1,40,1,0,0
56,357118,14,0,1,0,0,0,0,40,1,0,1
53,346754,10,0,1,0,0,0,0,40,1,0,1
44,75065,8,0,2,2,1,0,0,60,0,1,2
55,119762,6,0,2,0,1,0,0,50,1,1,2
45,145636,14,0,2,0,1,0,1,43,1,0,1
35,165930,10,0,2,0,1,0,0,40,1,1,1
72,217864,9,0,2,0,1,0,0,40,1,0,0
26,151810,6,1,3,3,1,0,0,40,1,1,1
37,327120,10,0,2,0,1,0,0,30,1,1,0
37,76855,10,1,0,0,0,0,0,40,1,1,2
43,158528,9,0,2,0,1,0,0,40,1,0,1
43,133584,10,0,2,0,1,0,0,40,1,1,1
