age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
25,166971,9,0,2,0,1,0,0,52,1,1,1
20,120601,9,1,4,3,1,0,0,40,1,1,1
21,285522,10,1,3,0,1,0,0,40,1,1,1
31,349148,9,0,2,0,1,0,0,40,1,0,1
29,231554,10,0,2,3,1,0,0,50,1,1,1
49,315984,9,0,2,0,1,0,0,40,1,1,1
20,236804,9,1,3,0,1,0,0,40,1,1,1
59,238431,9,1,0,0,0,0,0,38,1,1,0
26,165510,9,1,0,0,1,0,0,40,1,1,1
32,281437,10,0,2,0,1,0,0,55,1,1,1
29,337693,3,1,4,0,0,0,0,40,0,1,1
66,196674,13,0,2,0,1,0,0,15,1,0,1
22,71379,10,1,3,0,0,0,0,35,1,1,1
39,155961,9,1,0,3,0,0,0,38,1,1,1
32,209808,10,0,2,0,1,0,1,47,1,1,1
38,185848,14,0,2,0,1,1,0,70,1,0,1
58,250206,6,0,2,0,1,1,0,40,1,0,1
43,117471,9,1,3,0,0,0,0,40,1,1,0
41,93885,10,1,0,0,0,0,0,48,1,1,1
49,50282,10,1,3,0,1,1,0,45,1,1,1
46,216414,10,0,2,0,1,0,0,40,1,0,0
44,172479,13,0,2,0,1,1,0,40,1,0,1
40,63042,13,0,1,0,0,0,0,40,1,0,0
37,205852,13,0,2,0,1,0,0,45,1,1,2
29,59732,9,0,2,1,1,0,0,40,1,1,1
57,66504,15,1,3,0,0,0,0,50,1,0,0
48,144122,14,1,3,0,0,0,0,40,1,0,0
27,29523,6,0,2,0,1,0,0,40,1,1,1
38,368140,13,0,2,0,1,0,0,50,1,0,1
30,145714,11,1,3,0,1,0,0,40,1,1,1
84,241065,14,1,3,0,1,0,0,66,1,1,1
30,175931,9,0,2,0,1,0,0,40,1,1,1
19,104830,4,1,0,0,1,0,0,25,0,1,1
41,195661,10,0,2,0,1,0,0,54,1,1,1
47,169388,7,1,0,0,0,0,0,15,1,1,1
43,94937,13,1,0,0,0,0,0,40,1,1,0
39,192251,6,1,3,0,0,0,0,60,1,1,1
23,129042,9,1,0,3,0,0,0,40,1,1,1
19,199495,9,1,4,0,1,0,0,40,1,1,1
49,126754,9,0,2,0,1,0,0,40,0,1,0
39,147850,9,0,2,0,1,0,0,30,1,1,2
27,248402,13,1,0,3,0,0,0,40,1,1,1
