age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
39,286789,16,0,2,0,1,0,0,45,1,0,1
48,182566,13,0,2,3,1,0,0,40,1,0,1
37,359591,6,0,2,0,1,0,0,40,1,1,1
19,228939,9,1,4,0,1,0,0,35,1,1,1
23,234302,9,1,3,3,1,0,0,40,1,1,1
51,328947,10,1,3,0,0,0,0,40,1,1,1
30,155659,9,1,0,0,0,0,0,36,1,1,1
40,53506,13,1,4,0,0,0,0,40,1,1,1
21,43535,10,1,3,0,0,0,0,40,1,1,1
57,390856,3,0,2,0,1,0,0,45,0,1,1
42,219288,4,1,0,0,1,0,0,40,1,1,1
51,101722,4,0,2,1,1,1,0,47,1,1,1
22,102684,10,1,3,0,1,0,0,32,1,1,1
27,215873,9,1,4,3,1,0,0,40,1,1,1
45,165937,9,1,4,0,1,0,0,60,1,1,1
27,147340,10,1,4,0,0,0,0,40,1,1,1
44,247880,11,1,3,0,1,1,0,40,1,0,1
45,36032,9,1,0,3,0,0,0,40,1,1,0
36,208068,1,1,3,4,1,0,0,72,0,1,1
57,74156,9,0,2,0,1,0,0,30,1,1,1
34,175761,13,0,2,0,1,0,0,60,1,0,2
27,209205,13,1,4,0,1,0,0,40,1,1,1
37,188377,9,1,3,3,1,0,0,40,1,1,1
23,185452,13,1,3,0,0,0,0,35,0,1,1
31,169269,4,1,0,0,1,0,0,40,1,1,1
50,57758,11,0,2,0,1,0,0,60,1,0,2
28,183597,16,1,3,0,1,1,0,50,0,1,1
29,160279,9,1,0,0,1,0,0,40,1,1,1
35,213208,11,0,2,3,1,0,0,38,0,1,1
18,123856,7,1,4,0,0,0,0,49,1,1,1
31,243773,5,1,0,0,0,0,0,20,1,1,1
40,204046,6,1,4,0,1,0,0,40,1,1,1
36,143486,9,0,2,0,1,1,0,50,1,0,1
33,233107,5,0,2,0,1,0,0,33,0,1,1
19,60412,10,1,4,0,0,0,0,15,1,1,0
37,271013,9,1,3,0,1,0,0,40,1,1,1
55,125000,9,0,2,0,1,0,0,40,1,0,1
58,261230,10,1,3,0,0,0,0,40,1,1,2
18,193166,5,1,4,0,0,0,0,42,1,1,1
22,134181,9,1,5,0,1,0,0,50,1,1,0
31,113688,9,1,0,0,0,0,0,40,1,1,0
52,81859,9,0,2,0,1,0,0,48,1,0,1
29,375078,4,0,1,0,0,0,0,40,0,1,1
24,33616,9,1,0,0,0,0,0,35,1,1,1
28,66473,9,1,4,0,1,0,0,40,1,1,1
37,170408,11,1,3,0,0,0,0,30,1,1,1
32,316769,7,1,0,3,0,0,0,40,0,1,1
42,118494,10,0,2,0,1,0,0,44,1,0,1
47,368561,10,0,2,0,1,0,0,40,1,0,1
41,197558,13,1,3,0,1,0,0,40,1,1,0
29,235168,12,0,2,0,1,0,0,60,1,1,1
44,83812,13,1,3,0,1,0,0,60,1,1,2
36,461337,10,0,1,0,0,0,0,40,1,1,1
51,392668,16,0,2,0,1,1,0,84,1,0,1
19,41745,10,1,4,0,0,0,0,40,1,1,1
34,366198,16,0,2,0,1,0,0,45,0,0,0
43,972354,10,0,2,0,1,0,0,48,1,1,1
45,331482,13,0,2,0,1,0,0,50,1,1,1
31,148607,10,1,3,0,1,0,0,40,1,1,1
24,108495,10,1,4,0,1,0,0,40,0,1,1
25,37741,13,0,1,0,0,0,0,40,1,1,2
32,182556,13,0,2,0,1,0,1,45,1,0,0
28,125321,9,1,3,0,0,0,0,40,1,1,1
55,102058,13,0,2,0,1,0,0,50,1,0,1
33,520078,12,1,0,3,1,0,0,60,1,1,2
21,596776,10,1,4,0,1,0,0,40,0,1,0
65,225473,10,1,3,0,0,0,0,35,1,1,2
