age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
90,313749,13,1,4,0,0,0,0,10,1,1,1
44,298885,9,0,2,0,1,0,0,40,1,1,1
36,28996,9,0,2,0,1,0,0,40,1,1,0
48,120724,8,0,2,0,1,0,0,50,1,1,1
26,139992,13,1,3,0,0,0,0,40,1,1,1
46,94809,10,1,0,0,0,0,0,30,1,1,1
48,55237,13,0,2,0,1,0,0,45,1,0,1
24,249101,9,1,0,3,0,0,0,40,1,1,0
37,147258,10,0,2,0,1,0,0,55,1,1,1
17,266072,6,1,3,0,1,0,0,20,0,1,1
34,41809,10,1,0,0,0,0,0,40,1,1,1
28,150296,12,1,3,0,0,0,0,80,1,1,1
35,237943,9,0,2,0,1,0,0,60,1,1,1
34,112212,9,0,2,0,1,0,1,40,1,1,1
25,182227,9,0,2,0,1,0,1,40,1,1,1
30,148524,9,0,2,0,1,0,1,40,1,1,1
59,230899,5,1,0,0,0,0,0,40,0,1,1
64,183513,9,1,3,0,0,0,0,25,1,1,1
63,131519,9,1,3,0,0,0,0,40,1,1,1
45,192835,10,0,2,0,1,0,0,40,1,1,1
36,156400,10,1,0,0,0,0,0,40,1,1,1
70,347910,10,0,2,0,1,0,0,35,1,1,2
47,141483,5,1,3,0,0,0,0,40,1,1,0
35,153535,9,1,0,3,0,0,0,36,1,1,1
62,224953,6,0,2,3,1,0,0,40,1,1,1
36,289148,10,1,0,0,0,0,0,40,1,1,1
58,210563,9,0,1,0,0,1,0,35,1,0,2
52,68015,10,0,2,0,1,0,0,90,1,0,2
27,168107,13,0,2,0,1,0,0,40,1,1,1
43,96102,14,1,3,0,1,0,0,50,1,1,1
37,126675,9,0,2,0,1,0,0,40,1,1,1
39,61178,13,1,0,0,1,0,0,40,1,1,1
51,337195,10,0,2,0,1,0,1,50,1,0,1
29,240738,9,0,2,0,1,0,0,40,1,0,1
18,187770,9,1,4,0,1,0,0,30,1,1,1
32,255004,10,1,3,0,1,0,0,40,1,1,0
29,221977,10,0,1,0,0,0,0,40,1,0,1
52,202930,13,1,3,0,1,0,0,40,1,0,1
45,275517,9,1,0,0,0,0,0,40,1,1,1
61,187124,9,0,2,0,1,0,0,20,1,0,2
26,162302,10,1,3,2,1,0,0,40,0,1,1
20,88126,10,1,4,0,1,0,0,9,0,1,1
59,135647,7,0,2,0,1,0,0,60,1,1,1
45,198223,13,0,2,0,1,0,1,45,1,0,1
47,221666,10,1,0,0,0,0,0,40,1,1,1
43,236985,9,0,2,3,1,0,0,40,1,1,1
41,227890,10,1,3,0,1,0,0,46,1,0,1
34,271933,13,1,5,0,0,0,1,45,1,1,1
19,188815,9,1,4,0,0,1,0,20,1,1,1
28,84547,13,0,2,0,1,0,0,40,1,0,1
27,204098,6,1,3,0,1,0,0,30,1,1,1
45,183710,9,1,3,0,1,0,0,48,1,1,0
22,396895,3,0,2,0,1,0,0,35,0,1,1
43,133060,9,0,2,0,1,0,0,40,1,1,2
29,302422,11,1,3,0,1,0,1,56,1,0,0
40,240698,9,0,2,0,1,0,0,60,1,1,2
60,149281,9,0,2,0,1,0,0,40,1,1,0
36,180686,15,0,2,0,1,0,0,50,1,1,2
57,233382,14,1,3,0,1,0,0,40,0,1,1
44,187164,9,1,0,0,1,0,0,60,1,1,2
45,183804,10,1,4,0,1,0,0,40,1,1,0
37,160920,10,0,2,0,1,0,0,45,1,1,1
39,113481,13,0,2,0,1,0,0,45,1,0,1
49,125421,9,0,1,0,0,0,0,40,1,0,1
37,32239,9,1,3,0,1,1,0,40,1,0,2
44,87282,13,1,3,2,0,0,0,38,1,1,0
22,115244,12,0,1,0,0,0,0,40,1,1,1
19,53220,9,1,4,3,0,0,0,40,1,1,0
37,126675,13,1,4,0,1,0,0,40,1,1,2
27,266973,9,0,2,0,1,0,0,60,1,1,1
44,79531,9,0,2,0,1,0,0,45,1,1,1
54,192654,13,1,3,0,1,0,0,65,1,1,2
29,385092,10,1,4,0,0,0,0,36,1,1,1
39,167482,12,0,2,0,1,0,0,50,1,0,2
30,224377,9,1,3,0,1,0,0,40,1,1,1
50,183638,9,1,0,0,0,0,0,40,1,1,1
40,327573,11,0,2,0,1,0,0,40,1,1,1
26,236068,10,1,5,0,0,0,0,20,1,1,1
35,98360,13,0,2,0,1,0,0,40,1,1,2
30,174789,9,0,2,0,1,0,0,40,1,1,1
