age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
37,179137,10,1,0,0,0,0,0,39,1,1,1
38,60355,9,1,0,0,0,0,0,40,1,1,1
36,30267,9,0,2,0,1,0,0,50,1,1,1
21,231573,10,1,3,0,0,0,0,40,1,1,1
35,352188,9,1,3,0,1,0,0,40,1,1,1
41,180572,13,1,3,0,0,0,0,50,1,0,1
36,185099,15,0,2,0,1,0,0,55,1,0,1
20,157599,10,1,3,0,0,0,0,25,1,1,1
55,198145,13,0,2,0,1,1,0,40,1,0,1
31,157640,9,0,2,0,1,0,0,55,1,0,1
64,142166,9,0,2,0,1,0,0,99,1,1,0
24,341294,9,0,2,0,1,0,0,40,1,1,1
27,42696,9,1,0,0,0,0,0,40,1,1,1
33,357954,9,0,2,0,1,0,0,35,0,1,1
23,199884,9,1,0,0,0,0,0,45,1,1,1
33,110978,10,1,5,4,0,0,0,40,1,1,1
65,149131,7,1,5,0,1,0,0,40,1,1,1
34,223212,13,0,2,0,1,0,1,40,0,0,1
78,212660,7,0,2,0,1,0,0,10,1,1,2
41,100800,14,0,2,0,1,1,0,70,1,0,2
35,206951,10,0,2,0,1,0,0,40,1,0,1
22,50163,5,1,4,0,1,0,0,40,1,1,1
26,38232,13,1,3,0,1,0,0,50,1,1,1
63,391121,4,0,2,0,1,0,0,30,1,1,2
29,188986,11,1,3,0,0,0,1,64,1,1,0
26,164488,13,1,3,0,1,1,0,50,1,0,1
18,152044,6,1,4,0,0,0,0,3,1,1,1
30,103649,10,1,4,3,0,0,0,40,1,1,1
52,189728,9,1,3,0,0,0,0,35,1,1,0
21,102766,10,1,4,0,1,0,0,40,1,1,1
46,370119,15,0,2,0,1,1,0,60,1,0,1
18,32059,7,1,4,0,1,0,0,40,1,1,1
37,186035,12,0,2,0,1,0,0,55,1,1,1
38,164898,9,1,3,0,1,0,0,40,1,1,1
25,450246,9,1,4,0,1,0,0,40,1,1,1
24,208826,16,1,3,0,0,0,0,99,0,1,0
33,118267,12,1,3,0,1,0,0,60,1,1,2
62,132917,10,0,2,3,1,0,0,20,1,1,1
30,117393,9,1,3,0,0,0,0,40,1,1,1
55,414994,9,0,2,0,1,0,0,40,1,1,1
39,34378,9,0,2,0,1,0,0,50,1,1,2
19,29083,9,1,4,1,0,0,0,25,1,1,1
23,248978,7,0,2,0,1,0,0,40,0,1,1
25,108542,13,1,4,0,1,0,0,35,1,1,1
23,406641,10,1,5,0,0,0,0,18,1,1,1
25,212793,12,1,3,0,1,0,0,50,1,0,1
19,235909,10,1,4,0,0,0,0,20,1,1,1
45,246891,14,1,3,0,1,0,0,40,1,1,2
57,47857,10,0,2,0,1,0,0,50,1,1,2
27,704108,13,1,3,0,1,0,0,50,1,1,1
33,168387,7,0,2,0,1,0,0,40,1,1,1
22,190625,10,1,4,0,1,0,0,35,1,1,1
35,287658,12,1,3,3,1,0,0,30,0,1,1
18,131033,7,1,5,3,1,0,0,15,1,1,1
56,219426,6,1,3,0,1,0,0,40,1,1,1
36,423711,9,0,2,0,1,0,0,45,1,1,1
27,153546,11,0,1,0,0,0,0,36,1,0,2
44,52028,2,0,1,2,0,0,0,40,0,1,1
17,239947,7,1,4,0,1,0,0,40,1,1,1
26,272986,12,1,4,3,0,0,0,8,1,1,0
30,89735,9,1,4,0,1,0,1,40,1,1,1
44,138991,10,0,2,0,1,0,0,50,1,0,2
63,179400,9,0,2,0,1,1,0,20,1,1,2
44,243636,11,0,2,0,1,0,0,40,1,0,0
19,231688,10,1,4,0,1,0,0,20,1,1,1
47,386136,9,0,2,0,1,0,0,35,1,1,1
38,241998,8,0,2,0,1,1,0,40,1,0,1
36,97136,13,1,0,3,0,0,0,40,1,1,0
25,267426,9,0,2,0,1,0,0,40,1,1,1
55,174478,6,1,3,0,1,0,0,29,1,1,1
55,84564,15,1,3,0,0,0,0,39,1,1,0
21,180339,11,1,3,0,0,0,1,30,1,1,1
30,296453,13,0,2,0,1,1,0,40,1,0,1
34,153614,9,0,2,0,1,0,0,45,1,0,1
51,205100,14,0,1,0,0,0,0,30,1,0,2
31,369825,4,1,5,0,1,0,0,25,1,1,1
35,226789,14,0,2,0,1,0,0,75,1,1,0
66,376506,16,1,3,0,0,1,0,40,1,1,0
34,238912,9,0,2,0,1,0,0,40,1,1,1
28,119793,11,1,3,0,1,1,0,50,1,0,1
23,239663,10,1,4,0,1,1,0,50,1,1,1
39,114844,15,0,2,0,1,1,0,65,1,0,2
59,121912,10,0,2,0,1,0,0,40,1,0,1
57,414994,10,0,2,0,1,0,0,40,1,0,0
43,313022,9,0,2,3,1,1,0,40,1,0,1
40,181015,9,1,0,0,0,0,0,47,1,1,1
57,79830,9,0,2,2,1,0,0,40,1,1,1
32,107793,9,1,4,0,1,1,0,40,1,1,1
17,54257,7,1,4,0,0,0,0,20,1,1,1
28,180299,9,0,2,0,1,0,0,70,1,1,1
21,118023,9,1,4,0,1,0,0,24,1,1,1
45,77132,10,1,3,0,1,0,0,55,1,1,2
29,197565,11,1,4,0,0,0,0,35,1,1,1
41,112797,14,1,0,0,0,0,0,60,1,1,0
44,260046,9,1,3,0,1,0,0,40,1,1,1
21,162667,13,1,3,0,1,0,0,40,0,1,1
36,86459,11,0,2,0,1,0,1,50,1,0,1
47,190072,10,0,2,0,1,0,0,40,0,0,2
26,161007,11,0,2,0,1,0,0,80,1,1,1
42,276218,9,0,1,0,0,0,0,40,1,0,1
34,56964,9,0,2,0,1,0,0,35,1,1,2
27,185670,13,0,2,0,1,0,0,60,1,0,1
27,386040,11,0,2,0,1,0,0,40,0,1,1
39,99357,14,1,4,0,0,1,0,40,1,1,1
46,344415,14,0,2,0,1,0,1,40,1,0,0
41,350387,13,1,3,0,1,0,0,40,1,0,1
18,203301,9,1,4,0,0,0,0,40,1,1,1
61,176965,15,0,2,0,1,0,0,50,1,0,2
65,157403,9,0,2,0,1,0,0,50,1,1,2
34,113530,13,0,2,0,1,0,0,40,1,1,1
47,39530,9,1,3,0,0,0,0,4,1,1,1
38,112158,9,0,2,0,1,0,0,99,1,1,2
70,124449,14,0,2,0,1,0,1,8,1,0,2
42,185764,10,0,2,0,1,0,0,60,1,1,1
25,191230,10,1,4,0,0,0,0,40,0,1,1
51,103407,9,1,3,0,0,0,0,40,1,1,1
