age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
29,172865,9,0,2,0,1,0,0,50,1,1,1
42,124792,9,0,2,3,1,1,0,45,1,0,1
17,293440,7,1,4,0,0,0,0,15,1,1,1
39,103984,13,1,0,3,0,0,0,40,1,1,0
25,191230,10,1,4,0,0,0,0,40,0,1,1
61,203445,10,1,5,0,0,0,0,40,1,1,1
27,220754,16,1,4,0,0,0,0,40,1,1,1
30,191385,7,0,2,0,1,0,0,40,1,1,1
55,148773,6,0,2,0,1,0,0,40,1,1,1
50,226497,10,0,2,0,1,0,0,45,1,0,1
34,201122,10,0,2,0,1,0,0,48,1,0,1
27,193898,9,1,3,0,1,0,0,50,1,1,1
46,245724,10,1,3,0,1,0,0,50,1,1,2
26,158963,14,1,3,0,0,0,0,40,1,1,0
36,120760,14,0,2,2,1,0,0,40,0,1,1
30,207668,10,1,4,0,1,0,0,30,1,1,1
34,173806,14,1,3,0,1,1,0,60,1,1,1
31,373185,10,1,0,0,1,0,0,42,0,1,1
34,345360,13,0,2,0,1,0,0,40,0,1,1
54,154728,11,0,2,0,1,1,0,40,1,0,1
43,180985,13,1,0,0,1,0,0,35,1,1,2
38,195686,10,0,2,0,1,0,0,40,1,0,1
41,32185,14,0,2,0,1,0,0,40,1,0,0
36,185360,9,0,2,0,1,0,0,60,1,1,1
25,32276,9,1,4,0,1,0,0,28,1,1,1
20,382153,10,1,4,0,1,0,0,25,1,1,1
54,143822,10,0,2,0,1,0,0,45,1,0,1
39,192614,9,0,2,0,1,0,0,56,1,1,1
42,367292,10,0,2,0,1,0,0,40,1,0,0
41,82393,13,1,3,2,1,0,0,50,1,1,1
59,159048,9,1,3,0,0,0,0,40,1,1,1
36,231948,9,0,2,0,1,0,0,64,1,0,1
46,229394,9,1,3,0,0,0,0,40,1,1,1
25,280093,7,1,3,0,1,0,0,40,0,1,1
28,37250,13,1,4,0,1,0,0,16,1,1,0
31,356689,13,0,2,0,1,0,0,40,1,1,0
47,70754,9,0,2,0,1,0,0,40,1,1,1
21,57298,10,1,4,0,0,0,0,15,1,1,2
21,231931,10,1,4,0,1,0,0,45,1,1,1
40,100292,9,0,2,0,1,0,0,52,1,0,1
27,208703,9,1,4,0,1,0,0,40,0,1,1
25,159662,9,0,4,0,1,0,0,26,1,0,1
41,106900,14,0,2,0,1,1,0,60,1,0,0
49,190115,9,0,2,0,1,0,1,44,1,1,1
20,333505,9,1,4,0,1,0,0,30,0,1,1
51,115851,9,0,2,0,1,0,0,40,1,1,1
50,270194,13,0,2,0,1,0,0,60,1,1,1
