age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
52,160703,9,0,2,0,1,0,0,48,1,1,1
28,188711,13,1,0,0,1,0,0,20,1,1,1
52,279129,10,1,3,0,1,0,0,37,1,0,1
51,139127,10,1,0,0,0,0,0,50,1,1,2
24,184678,13,1,3,0,0,0,0,40,1,1,0
67,76860,9,0,2,2,1,0,0,40,1,0,2
34,157747,9,0,2,0,1,0,0,45,1,0,1
19,278304,10,1,4,0,0,0,0,15,1,1,1
22,163205,9,1,4,0,0,0,0,53,1,1,0
61,102191,14,1,0,0,0,0,0,99,1,1,2
17,240143,7,1,4,0,1,0,0,30,1,1,1
41,192107,13,0,2,0,1,0,0,40,1,1,1
60,124987,13,0,2,0,1,1,0,40,1,0,0
68,201732,10,1,0,0,0,0,0,40,1,1,1
20,161922,9,1,3,0,1,0,0,43,1,1,1
58,169611,9,0,1,0,0,0,0,40,1,1,1
45,220641,10,1,0,0,0,0,0,40,1,1,1
32,113364,13,1,3,0,1,0,0,40,1,1,1
43,216042,10,1,4,0,0,0,1,72,1,1,1
17,89821,7,1,4,0,1,0,0,10,1,1,1
42,209370,9,1,3,0,0,0,0,30,1,1,1
31,91964,13,1,3,0,1,0,0,40,1,1,1
33,174789,9,0,2,0,1,0,0,40,1,1,1
44,144778,10,1,3,0,1,0,0,45,1,0,1
36,114605,11,0,2,0,1,0,0,40,1,0,1
27,331046,13,1,3,0,0,0,0,45,1,1,0
29,104737,9,0,2,0,1,0,0,60,1,1,2
33,142675,13,1,3,0,1,0,0,30,1,1,1
27,111900,10,1,3,0,1,0,0,40,1,1,1
44,150755,13,0,2,0,1,1,0,40,1,1,0
47,148724,9,0,2,3,1,0,0,40,1,1,1
27,409815,10,1,0,3,0,0,0,40,1,1,0
47,479611,13,1,3,0,1,0,0,50,1,1,2
49,188330,9,0,2,0,1,0,0,40,1,0,1
50,133963,13,1,3,0,0,0,0,50,1,1,1
45,188950,14,0,2,0,1,0,0,50,1,0,1
46,176319,9,0,4,0,0,1,0,40,1,0,2
33,288840,9,1,0,3,0,0,0,38,1,1,1
32,172415,9,1,0,3,0,0,0,40,1,1,1
65,139960,9,0,2,0,1,1,0,60,1,0,2
42,83411,10,1,3,0,1,0,1,40,1,1,1
59,24384,9,1,3,0,0,0,0,40,1,1,1
45,178319,16,0,2,0,1,1,0,50,1,0,1
52,23780,10,1,3,0,1,0,0,40,1,1,0
37,348739,15,0,2,0,1,0,0,50,1,0,2
19,530454,9,1,3,0,0,0,0,50,1,1,1
44,443040,9,0,2,3,1,0,0,40,1,1,1
30,339773,9,1,3,0,1,0,0,45,1,1,1
56,130454,13,0,2,0,1,0,0,40,1,0,0
37,271013,9,1,3,0,1,0,0,40,1,1,1
28,224964,9,1,4,0,0,0,0,25,1,1,1
30,104223,9,1,0,3,0,0,0,32,1,1,1
25,265618,9,1,4,3,1,0,0,40,1,1,1
26,224361,4,0,2,0,1,0,0,75,1,1,2
18,324011,5,1,4,0,1,0,0,20,1,1,1
64,65991,9,0,2,0,1,1,0,45,1,0,2
32,190228,9,0,2,0,1,0,0,40,1,1,0
40,362482,11,0,2,0,1,0,0,50,1,1,1
27,225291,10,1,3,0,0,0,0,40,1,1,1
42,118494,10,0,2,0,1,0,0,44,1,0,1
58,223400,13,0,1,0,0,0,0,20,1,0,0
53,89587,10,0,2,0,1,1,0,45,1,0,1
43,114859,10,0,2,0,1,0,0,17,1,1,0
41,197176,13,0,2,0,1,0,0,75,1,0,2
33,188352,14,1,3,3,1,0,0,50,1,1,1
49,274720,9,0,2,3,1,0,0,40,1,1,1
20,103277,10,1,4,0,0,0,0,35,1,1,1
55,98361,9,1,4,0,1,0,0,35,1,1,2
39,77146,13,0,2,0,1,0,1,50,1,0,1
55,226875,9,0,2,0,1,1,0,40,1,1,1
37,212005,11,0,2,0,1,0,0,40,1,0,0
42,145175,10,0,2,0,1,0,0,40,1,1,1
33,283602,3,0,2,0,1,0,0,59,0,1,1
20,213719,9,1,4,3,0,0,0,20,1,1,1
31,357954,12,1,3,0,1,0,0,20,1,1,0
35,228493,10,1,4,0,1,0,0,48,1,1,1
43,198096,9,0,2,0,1,1,0,40,1,0,0
46,27802,11,0,2,0,1,0,0,40,1,1,1
48,240629,9,0,2,0,1,0,0,40,0,0,1
23,308205,12,1,4,0,1,0,0,20,1,1,1
32,29312,6,0,2,0,1,0,0,80,1,0,1
37,352882,9,1,3,2,0,0,0,70,0,0,2
50,187465,7,1,3,0,0,0,0,40,1,1,1
