age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
58,109567,16,0,2,0,1,0,0,1,1,0,0
42,247019,9,0,2,3,1,0,0,40,1,0,1
27,31757,11,1,4,0,1,0,0,38,1,1,1
40,184682,10,1,0,0,0,0,0,40,1,1,1
56,200235,10,0,2,0,1,0,0,60,1,1,2
30,230224,13,1,3,0,1,0,0,55,1,0,1
36,126569,10,0,2,0,1,0,0,40,1,0,0
39,179579,9,1,4,0,1,0,0,40,1,1,1
55,227158,13,1,0,0,0,0,0,40,1,1,1
65,139272,13,0,2,0,1,1,0,60,1,0,2
56,211804,13,0,2,0,1,1,0,50,1,0,2
61,244087,9,0,2,0,1,0,0,52,1,0,2
25,374918,8,0,1,0,0,0,0,40,1,1,1
27,229125,7,0,2,0,1,0,0,40,1,1,2
35,115792,13,0,2,0,1,0,0,55,1,1,1
57,172654,15,0,2,0,1,1,0,50,1,0,2
40,174373,13,0,2,0,1,0,0,50,1,0,1
50,100029,13,1,0,0,1,0,0,65,1,0,2
18,131033,7,1,5,3,1,0,0,15,1,1,1
23,580248,9,1,3,0,0,0,0,40,1,1,1
72,52138,16,0,2,0,1,0,1,25,1,0,2
30,504725,6,1,5,0,1,0,0,18,0,1,1
55,189985,10,1,0,3,0,0,0,40,1,1,0
23,495888,9,1,3,0,1,0,0,40,0,1,1
19,387215,10,1,4,0,1,0,1,16,1,1,1
51,146181,5,0,2,3,1,0,0,40,1,1,0
49,166789,9,0,2,0,1,0,0,40,1,1,1
53,114758,14,0,2,0,1,1,0,65,1,0,1
49,197418,9,1,0,0,0,0,0,20,1,1,1
40,242082,13,0,2,0,1,0,0,45,1,0,2
29,114224,13,0,2,0,1,0,0,40,1,0,1
65,316093,15,1,3,0,1,0,1,40,1,1,2
33,196266,9,0,2,0,1,0,0,40,1,0,1
40,506329,16,0,2,2,1,0,0,40,0,0,0
44,139907,10,1,4,0,1,0,0,50,1,1,1
59,43221,10,0,2,0,1,0,0,43,1,0,1
49,187563,10,0,2,0,1,0,0,50,1,0,2
35,212465,9,0,2,0,1,0,0,40,1,0,1
40,146520,14,0,2,0,1,0,0,40,1,0,1
39,387430,9,1,3,0,1,0,0,18,1,1,1
51,165001,14,1,0,0,1,1,0,50,1,0,2
61,132972,5,1,0,3,0,0,0,40,1,1,1
54,152652,9,0,2,0,1,0,0,65,1,1,1
52,338816,14,1,3,0,1,0,0,70,1,0,0
54,174102,10,1,3,0,1,0,0,40,1,0,1
42,19700,13,0,1,0,0,0,0,50,1,0,0
50,192982,9,0,2,0,1,0,1,40,1,0,1
34,112584,6,1,0,0,0,0,0,38,1,1,1
60,148492,9,0,2,0,1,0,1,50,1,0,2
36,214604,13,0,2,0,1,0,0,42,1,0,1
38,217054,10,1,3,0,1,0,0,40,1,1,2
58,163113,9,1,3,0,0,0,0,35,1,0,1
62,204085,10,0,2,0,1,0,0,25,1,1,2
22,211968,13,1,4,0,0,0,0,40,1,1,1
70,155141,13,0,2,0,1,0,1,12,1,0,2
43,311177,10,1,3,3,1,0,0,30,1,1,2
47,285060,14,0,2,0,1,0,1,41,1,0,0
43,325706,15,0,2,2,1,0,0,50,0,0,0
50,97449,10,0,2,0,1,0,0,48,1,1,0
43,397963,9,1,3,0,1,1,0,16,1,1,1
32,207301,9,1,3,0,0,0,0,40,1,1,1
33,177675,13,0,2,0,1,0,0,50,0,0,1
32,112137,1,0,1,2,0,1,0,40,0,1,1
51,43354,7,0,2,0,1,0,0,40,1,0,1
49,110172,9,0,2,0,1,0,0,40,1,1,0
31,182896,9,1,3,0,0,0,0,40,1,1,1
36,183425,10,1,3,0,1,0,0,40,1,1,1
36,592930,9,0,2,3,1,0,0,50,1,0,1
48,158924,9,0,1,0,0,0,0,40,1,0,1
46,332884,13,0,2,0,1,1,0,65,1,0,1
43,139734,13,0,2,0,1,1,0,40,1,0,0
51,118259,9,0,2,0,1,1,0,60,1,1,2
40,51151,11,0,2,0,1,0,0,40,1,1,1
28,130856,13,0,2,0,1,0,0,40,1,0,1
29,273771,14,1,3,0,1,0,0,45,1,1,0
20,218215,10,1,4,0,0,0,0,40,1,1,1
48,94342,13,0,2,0,1,0,0,55,1,1,1
22,231053,7,0,2,0,1,0,0,70,1,0,1
17,222618,7,1,4,3,0,0,0,30,1,1,1
17,99462,7,1,4,1,0,0,0,20,1,1,1
38,194538,11,0,2,0,1,0,0,48,1,0,1
19,82210,9,1,3,0,1,0,0,50,1,1,1
35,187053,9,1,3,0,0,0,0,60,1,0,1
35,243409,10,0,2,0,1,0,0,40,0,1,1
30,181372,13,0,1,0,0,0,0,33,1,0,0
22,147227,13,1,3,0,1,0,0,30,1,1,1
