age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,marital-status,relationship,race,sex,country,employment_type,salary
29.38856220205043,29602.178052727366,7.38084307802407,0.10514536442457512,0.0016076763953198226,67.24687366952392,0,1,3,1,0,1,0
50.34768105452265,136103.06320510086,11.744696030862654,0.004603947459356994,-0.0012690468617503519,65.85910852780162,1,0,2,0,1,0,1
87.17158225640644,115932.64677350287,9.762536493300503,0.07090327956539098,0.0013448960707443983,67.71122920101473,0,1,3,1,1,0,0
1.0701365027905467,325314.1452496409,9.462077267013198,0.5802837507824132,0.0026173311124793857,73.5646037670258,0,2,3,1,1,2,1
43.93628678867717,281569.36798545637,16.22719181245045,1.8003457219663068,0.0017579660963928645,58.08811391100271,0,0,3,1,1,0,0
31.015172457129182,229182.40511579812,11.900621920699473,0.022842404536609982,0.0025336969073236912,150.52414299775782,0,0,2,1,1,0,1
48.839747288641504,292786.21194955683,13.91075678108485,0.8985463129239131,0.0034748238112786963,115.81651964281065,1,2,2,1,0,0,1
17.288935190604505,82734.15810431223,9.312752079158319,0.19642572574669115,-3.873068455440003e-05,112.23029897152344,1,0,0,0,1,1,1
28.284747765644315,187261.22275974718,6.554826909684821,0.21884282151531148,0.001966232601347345,48.65000225613386,0,2,3,1,1,2,0
36.24899128910673,92654.51279222094,17.06679474213574,1.1229009778208914,-0.0011551903331113258,121.32438183250909,1,1,3,1,1,2,1
53.22074538861412,-4071.442523806909,16.70620837759699,0.8503880995697308,0.00109230983555689,149.25284645394427,0,1,0,1,1,2,1
-0.7570371218382093,136812.00834875938,19.15556300335293,1.8748411508354224,6.3397678088804145e-06,54.42966465538668,0,4,2,0,1,0,0
71.16170600382462,116658.26752586797,15.345151918341923,1.7336903488808133,0.0028554148577312854,58.858725324766006,1,3,2,1,1,0,0
63.107396678548405,88896.13612786021,15.36646375496268,0.23849081404794678,0.0011539161010219248,122.31575960636661,0,4,3,0,1,1,0
69.3190815659292,264566.54328573414,9.384236333569556,1.496319120130483,0.002120372686740929,68.46694485648672,1,4,0,1,1,0,0
35.54643980980411,188666.00473681185,9.873698017399525,1.1254157502081117,0.0009514961958926005,125.79989449762613,0,0,0,1,1,2,0
83.25104960743283,45590.6968611052,7.6866796372079165,0.01183257963987035,0.001380632272079391,33.72312688203304,1,2,2,0,1,2,1
35.61554229173679,112229.38789339496,9.314632669826763,0.17662955061955612,0.0015825190076966436,52.548618735587155,1,4,3,1,0,1,0
46.572829237749744,138897.79163159075,14.947236694663621,0.49720284171950874,-0.00016739992856000296,62.698299682208784,0,2,3,0,1,2,0
0.15001122630887664,158259.016794408,16.15692459959901,0.18351721487765038,0.0018740903695876005,67.32817328386156,0,2,3,0,0,2,1
