sex,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,y,age_cat_25-45,age_cat_Greaterthan45,age_cat_Lessthan25,race_African-American,race_Caucasian,c_charge_degree_F,c_charge_degree_M
1,28,0,0,0,0,1,1,0,0,0,1,0,1
1,44,0,0,0,2,1,1,0,0,0,1,0,1
1,22,0,0,0,1,1,0,0,1,1,0,1,0
1,25,0,1,1,3,1,1,0,0,1,0,1,0
1,24,0,1,1,7,0,0,0,1,1,0,0,1
1,32,0,0,0,1,0,1,0,0,1,0,1,0
1,36,0,0,0,5,0,1,0,0,1,0,1,0
1,50,0,0,0,7,0,0,1,0,1,0,1,0
0,26,0,0,0,3,0,1,0,0,0,1,0,1
1,26,0,0,0,0,0,1,0,0,0,1,1,0
1,22,0,0,0,3,1,0,0,1,1,0,1,0
1,31,0,0,0,5,0,1,0,0,1,0,0,1
1,44,0,0,0,10,1,1,0,0,1,0,0,1
1,27,0,0,0,4,0,1,0,0,1,0,1,0
1,35,3,0,0,13,0,1,0,0,1,0,1,0
1,39,0,0,0,1,0,1,0,0,1,0,1,0
1,52,0,0,0,0,1,0,1,0,1,0,1,0
1,23,0,1,0,7,1,0,0,1,1,0,1,0
0,25,0,0,0,4,1,1,0,0,1,0,1,0
0,36,0,0,0,3,1,1,0,0,1,0,1,0
1,50,0,0,0,1,0,0,1,0,0,1,1,0
1,21,1,0,0,1,1,0,0,1,0,1,1,0
1,49,0,0,0,4,1,0,1,0,0,1,0,1
0,42,0,0,0,1,0,1,0,0,1,0,1,0
0,23,0,0,0,0,0,0,0,1,1,0,0,1
1,55,0,0,0,7,0,0,1,0,0,1,1,0
0,32,0,0,0,2,1,1,0,0,0,1,1,0
1,40,0,0,0,20,0,1,0,0,1,0,1,0
1,29,0,0,0,2,0,1,0,0,1,0,1,0
1,21,0,2,2,2,1,0,0,1,1,0,1,0
1,32,0,0,0,0,0,1,0,0,1,0,0,1
0,35,0,0,0,7,1,1,0,0,1,0,1,0
1,48,0,0,0,7,1,0,1,0,1,0,0,1
0,31,0,0,0,1,1,1,0,0,1,0,1,0
1,22,0,0,0,0,1,0,0,1,1,0,0,1
1,31,0,0,0,2,0,1,0,0,1,0,1,0
1,23,0,0,0,1,0,0,0,1,0,1,1,0
0,42,3,0,0,17,1,1,0,0,1,0,1,0
1,27,0,0,1,5,1,1,0,0,1,0,0,1
1,66,0,0,0,0,0,0,1,0,0,1,0,1
