sex,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,y,age_cat_25-45,age_cat_Greaterthan45,age_cat_Lessthan25,race_African-American,race_Caucasian,c_charge_degree_F,c_charge_degree_M
1,21,0,0,0,1,1,0,0,1,1,0,1,0
1,47,0,0,0,3,0,0,1,0,0,1,1,0
1,46,0,0,0,1,0,0,1,0,0,1,0,1
1,53,0,0,0,0,1,0,1,0,1,0,0,1
1,27,0,0,0,3,0,1,0,0,1,0,1,0
1,25,2,0,0,4,1,1,0,0,1,0,1,0
1,44,1,0,0,7,0,1,0,0,1,0,1,0
1,25,0,0,0,1,0,1,0,0,0,1,1,0
1,25,0,0,0,1,1,1,0,0,1,0,1,0
1,23,0,0,1,3,1,0,0,1,0,1,1,0
1,23,0,0,0,2,1,0,0,1,1,0,1,0
1,34,0,0,0,1,1,1,0,0,1,0,0,1
1,20,0,0,1,1,1,0,0,1,1,0,0,1
1,34,0,0,0,0,1,1,0,0,1,0,0,1
1,21,0,2,1,3,1,0,0,1,1,0,1,0
0,24,0,0,0,0,0,0,0,1,1,0,1,0
0,25,0,0,0,0,0,1,0,0,1,0,0,1
1,21,0,0,0,0,0,0,0,1,1,0,1,0
1,29,0,0,0,0,0,1,0,0,1,0,0,1
1,30,0,0,0,2,0,1,0,0,0,1,0,1
