sex,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,y,age_cat_25-45,age_cat_Greaterthan45,age_cat_Lessthan25,race_African-American,race_Caucasian,c_charge_degree_F,c_charge_degree_M
0,32,0,0,0,5,0,1,0,0,1,0,1,0
1,42,1,0,1,13,1,1,0,0,1,0,0,1
1,22,0,0,0,5,1,0,0,1,1,0,1,0
1,60,0,0,0,12,0,0,1,0,1,0,1,0
1,23,0,0,0,6,1,0,0,1,0,1,1,0
1,30,0,0,0,2,0,1,0,0,1,0,0,1
1,24,0,0,0,0,0,0,0,1,1,0,0,1
1,41,0,0,0,0,0,1,0,0,0,1,0,1
1,50,0,0,2,24,1,0,1,0,1,0,0,1
0,30,0,0,0,7,1,1,0,0,1,0,0,1
1,46,0,0,0,26,1,0,1,0,0,1,1,0
1,20,0,0,1,2,1,0,0,1,1,0,1,0
1,52,0,0,0,3,0,0,1,0,0,1,0,1
1,67,0,0,0,8,0,0,1,0,1,0,1,0
1,66,0,0,0,2,0,0,1,0,0,1,0,1
0,26,0,0,0,1,1,1,0,0,0,1,1,0
1,69,0,0,0,0,1,0,1,0,0,1,0,1
1,69,0,0,0,0,0,0,1,0,0,1,1,0
0,23,0,0,0,0,0,0,0,1,1,0,1,0
1,43,0,0,0,6,1,1,0,0,0,1,0,1
